method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean,postfilter_candidate_pool_lower_bound
witness_c1,0.005,2,17,64,V04,0.5,1318.0,1121.0,197,1177.0,554.0,482,482,4.782366000000593,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,17,128,V04,0.8,1147.0,796.0,351,1678.0,796.0,0,0,4.192270999993752,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,17,128,V04,1.0,1350.0,995.0,355,3281.0,995.0,0,0,4.2531920000214996,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,17,128,V04,1.0,1468.0,1113.0,355,6237.0,1113.0,0,0,4.217861000000767,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,17,128,V04,1.0,1520.0,1165.0,355,11780.0,1165.0,0,0,3.9188810000041485,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,17,128,V04,0.8,1153.0,802.0,351,1732.0,802.0,0,0,4.222448000007262,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,17,128,V04,0.8,1504.0,1206.0,298,2397.0,1206.0,0,0,4.4153269999753775,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,17,128,V04,0.8,2440.0,2089.0,351,3535.0,796.0,3535,0,6.673777000031578,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,17,128,L3,0.9,1271.0,685.0,586,1931.0,685.0,0,0,4.261394999986123,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,17,128,V04,0.8,2047.0,1696.0,351,2231.0,798.0,1017,1017,8.981759999954875,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,17,256,V04,1.0,1677.0,1021.0,656,3235.0,1021.0,0,0,7.326955999985785,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,17,256,V04,1.0,1788.0,1132.0,656,6317.0,1132.0,0,0,6.889861000018982,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,17,256,V04,1.0,1842.0,1186.0,656,12053.0,1186.0,0,0,6.117890999973952,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,17,256,V04,1.0,1864.0,1208.0,656,22710.0,1208.0,0,0,5.413754999977982,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,17,256,V04,1.0,1686.0,1030.0,656,3421.0,1030.0,0,0,7.270521000009467,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,17,256,V04,1.0,2113.0,1583.0,530,4547.0,1583.0,0,0,8.101237999994737,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,17,256,V04,1.0,7077.0,6421.0,656,11198.0,1021.0,11198,0,13.320130000010977,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,17,256,L3,1.0,1771.0,771.0,1000,3778.0,771.0,0,0,6.40724599998066,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,17,256,V04,1.0,2575.0,1919.0,656,3791.0,1021.0,1017,1017,12.116133000034779,4937,17.470480000014277,62231,1.0,10.54993625159371,
prefilter_exact,0.005,2,20,0,V04,1.0,4937.0,0.0,4937,0.0,0.0,0,0,0.6785580000041591,4937,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.005,2,20,500,V04,0.5,,,5,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.005,2,20,1000,V04,0.6,,,6,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.005,2,20,2000,V04,0.7,,,7,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.005,2,20,4000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.005,2,20,8000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.005,2,20,16000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,16000.0
active_c1,0.005,2,20,32,V04,0.3,346.0,250.0,96,384.0,250.0,0,0,1.364677999987407,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,20,32,V04,0.6,430.0,325.0,105,682.0,325.0,0,0,1.1672819999830608,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,20,32,V04,0.7,535.0,425.0,110,1264.0,425.0,0,0,1.2150130000065928,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,20,32,V04,0.7,627.0,517.0,110,2281.0,517.0,0,0,1.2317889999735598,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,20,32,V04,0.4,361.0,263.0,98,423.0,263.0,0,0,1.1753739999846857,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,20,32,V04,0.1,423.0,341.0,82,499.0,341.0,0,0,1.199810000002799,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,20,32,V04,0.6,1587.0,1481.0,106,2241.0,239.0,2241,0,2.607844999971576,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,20,32,L3,0.9,417.0,231.0,186,379.0,231.0,0,0,1.2185490000149457,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,20,32,V04,0.3,531.0,434.0,97,446.0,243.0,184,184,2.210426999994297,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,20,64,V04,0.9,522.0,339.0,183,643.0,339.0,0,0,2.119571000008591,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,20,64,V04,1.0,608.0,424.0,184,1298.0,424.0,0,0,2.0698770000251443,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,20,64,V04,1.0,700.0,516.0,184,2419.0,516.0,0,0,2.15385100000276,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,20,64,V04,1.0,788.0,604.0,184,4354.0,604.0,0,0,2.0492550000028587,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,20,64,V04,1.0,543.0,359.0,184,800.0,359.0,0,0,2.10100300000704,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,20,64,V04,1.0,670.0,510.0,160,953.0,510.0,0,0,2.265469999997549,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,20,64,V04,0.9,3379.0,3196.0,183,5025.0,339.0,5025,0,5.309898999996676,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,20,64,L3,1.0,655.0,364.0,291,771.0,364.0,0,0,2.2612430000208406,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,20,64,V04,0.9,861.0,678.0,183,832.0,339.0,358,358,4.161766000009948,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,20,128,V04,1.0,844.0,525.0,319,1356.0,525.0,0,0,3.94936800000778,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,20,128,V04,1.0,944.0,625.0,319,2681.0,625.0,0,0,3.8228069999775016,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,20,128,V04,1.0,1044.0,725.0,319,5016.0,725.0,0,0,3.7961370000232364,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,20,128,V04,1.0,1110.0,791.0,319,9075.0,791.0,0,0,3.6805240000035155,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,20,128,V04,1.0,857.0,538.0,319,1576.0,538.0,0,0,3.8930130000096597,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,20,128,V04,1.0,1001.0,754.0,247,1816.0,754.0,0,0,4.054204999988542,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,20,128,V04,1.0,4646.0,4327.0,319,7235.0,525.0,7235,0,8.675108999995018,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,20,128,L3,1.0,1068.0,533.0,535,1660.0,533.0,0,0,4.077078999983996,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,20,128,V04,1.0,1426.0,1107.0,319,1769.0,525.0,763,763,7.710853000020279,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,20,256,V04,1.0,1357.0,761.0,596,2777.0,761.0,0,0,7.101257000016403,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,20,256,V04,1.0,1471.0,875.0,596,5483.0,875.0,0,0,6.984310999996524,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,20,256,V04,1.0,1549.0,953.0,596,10316.0,953.0,0,0,6.77324500000509,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,20,256,V04,1.0,1604.0,1008.0,596,18870.0,1008.0,0,0,6.4125330000024405,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,20,256,V04,1.0,1372.0,776.0,596,3173.0,776.0,0,0,6.978282000034142,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,20,256,V04,1.0,1515.0,1101.0,414,3667.0,1101.0,0,0,7.4457339999867145,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,20,256,V04,1.0,9280.0,8684.0,596,15135.0,761.0,15135,0,15.974214000038955,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,20,256,L3,1.0,1614.0,670.0,944,3382.0,670.0,0,0,6.760786999990387,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,20,256,V04,1.0,1939.0,1343.0,596,3190.0,761.0,763,763,10.799998999999616,4937,17.470480000014277,62231,1.0,10.54993625159371,
prefilter_exact,0.005,2,23,0,V04,1.0,4937.0,0.0,4937,0.0,0.0,0,0,0.7039360000078432,4937,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.005,2,23,500,V04,0.0,,,0,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.005,2,23,1000,V04,0.2,,,2,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.005,2,23,2000,V04,0.7,,,7,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.005,2,23,4000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.005,2,23,8000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.005,2,23,16000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,16000.0
active_c1,0.005,2,23,32,V04,0.6,380.0,285.0,95,383.0,285.0,0,0,1.2955339999791704,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,23,32,V04,0.8,530.0,437.0,93,734.0,437.0,0,0,1.2578870000083953,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,23,32,V04,1.0,677.0,585.0,92,1392.0,585.0,0,0,1.262526000004982,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,23,32,V04,1.0,810.0,715.0,95,2505.0,715.0,0,0,1.3317780000079438,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,23,32,V04,0.6,388.0,293.0,95,412.0,293.0,0,0,1.1860689999991791,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,23,32,V04,0.2,489.0,428.0,61,562.0,428.0,0,0,1.3010520000023007,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,23,32,V04,0.7,686.0,585.0,101,838.0,298.0,838,0,2.147732999986829,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,23,32,L3,1.0,450.0,275.0,175,424.0,275.0,0,0,1.26989499997876,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,23,32,V04,0.3,666.0,564.0,102,529.0,301.0,258,258,2.5201020000054086,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,23,64,V04,0.9,627.0,444.0,183,740.0,444.0,0,0,2.2543739999889567,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,23,64,V04,1.0,805.0,606.0,199,1423.0,606.0,0,0,2.282324999981711,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,23,64,V04,1.0,945.0,744.0,201,2731.0,744.0,0,0,2.234112999985882,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,23,64,V04,1.0,1030.0,829.0,201,4906.0,829.0,0,0,2.2231469999951514,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,23,64,V04,0.9,648.0,465.0,183,808.0,465.0,0,0,2.1822649999876376,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,23,64,V04,1.0,815.0,655.0,160,1007.0,655.0,0,0,2.267463000009684,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,23,64,V04,0.9,2360.0,2167.0,193,3354.0,440.0,3354,0,4.486493999991126,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,23,64,L3,1.0,749.0,410.0,339,832.0,410.0,0,0,2.2224960000016836,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,23,64,V04,1.0,1146.0,952.0,194,1033.0,446.0,502,502,4.655455999966307,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,23,128,V04,1.0,985.0,626.0,359,1410.0,626.0,0,0,4.073865000009391,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,23,128,V04,1.0,1141.0,772.0,369,2807.0,772.0,0,0,3.9333919999933187,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,23,128,V04,1.0,1225.0,857.0,368,5353.0,857.0,0,0,3.6909490000027745,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,23,128,V04,1.0,1300.0,932.0,368,9697.0,932.0,0,0,3.555556000009119,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,23,128,V04,1.0,1013.0,649.0,364,1611.0,649.0,0,0,4.060172999999168,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,23,128,V04,1.0,1263.0,975.0,288,2011.0,975.0,0,0,4.2521820000160915,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,23,128,V04,1.0,4355.0,3996.0,359,6628.0,626.0,6628,0,8.2875779999938,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,23,128,L3,1.0,1122.0,547.0,575,1644.0,547.0,0,0,4.058991999983164,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,23,128,V04,1.0,1693.0,1333.0,360,1797.0,635.0,913,913,8.033477999987326,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,23,256,V04,1.0,1447.0,808.0,639,2757.0,808.0,0,0,6.982929999992393,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,23,256,V04,1.0,1551.0,909.0,642,5492.0,909.0,0,0,6.530281000010518,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,23,256,V04,1.0,1627.0,985.0,642,10572.0,985.0,0,0,6.0274260000028335,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,23,256,V04,1.0,1685.0,1043.0,642,19255.0,1043.0,0,0,5.714968000006593,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,23,256,V04,1.0,1464.0,825.0,639,3157.0,825.0,0,0,6.829129000010425,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,23,256,V04,1.0,1783.0,1277.0,506,3836.0,1277.0,0,0,7.558294000034493,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,23,256,V04,1.0,10052.0,9413.0,639,15888.0,808.0,15888,0,16.07481499999608,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,23,256,L3,1.0,1682.0,682.0,1000,3408.0,682.0,0,0,6.5132340000104705,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,23,256,V04,1.0,2145.0,1506.0,639,3156.0,808.0,913,913,10.811655999987124,4937,17.470480000014277,62231,1.0,10.54993625159371,
prefilter_exact,0.005,2,26,0,V04,1.0,4937.0,0.0,4937,0.0,0.0,0,0,0.7407520000128898,4937,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.005,2,26,500,V04,0.4,,,4,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.005,2,26,1000,V04,0.7,,,7,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.005,2,26,2000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.005,2,26,4000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.005,2,26,8000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.005,2,26,16000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,16000.0
active_c1,0.005,2,26,32,V04,0.4,400.0,297.0,103,389.0,297.0,0,0,1.3366059999952995,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,26,32,V04,0.4,565.0,463.0,102,728.0,463.0,0,0,1.3258999999834487,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,26,32,V04,0.3,772.0,674.0,98,1462.0,674.0,0,0,1.3416940000183786,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,26,32,V04,0.3,910.0,812.0,98,2711.0,812.0,0,0,1.3474609999946097,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,26,32,V04,0.4,421.0,321.0,100,421.0,321.0,0,0,1.165539999988141,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,26,32,V04,0.6,515.0,422.0,93,522.0,422.0,0,0,1.2076530000229013,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,26,32,V04,0.5,1696.0,1597.0,99,2303.0,280.0,2303,0,2.3765169999876434,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,26,32,L3,0.5,507.0,337.0,170,464.0,337.0,0,0,1.272158999995554,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,26,32,V04,0.5,650.0,545.0,105,490.0,280.0,253,253,2.390067999982648,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,26,64,V04,0.6,655.0,470.0,185,714.0,470.0,0,0,2.216946999993752,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,26,64,V04,0.7,864.0,674.0,190,1416.0,674.0,0,0,2.2819839999783653,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,26,64,V04,0.7,1034.0,843.0,191,2859.0,843.0,0,0,2.429997999996658,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,26,64,V04,0.7,1135.0,944.0,191,5362.0,944.0,0,0,2.298719999998866,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,26,64,V04,0.6,678.0,497.0,181,787.0,497.0,0,0,2.222906000014291,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,26,64,V04,0.7,909.0,750.0,159,1095.0,750.0,0,0,2.3569979999820134,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,26,64,V04,0.6,2673.0,2488.0,185,3724.0,470.0,3724,0,4.135775999998259,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,26,64,L3,0.8,863.0,509.0,354,912.0,509.0,0,0,2.3367670000027374,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,26,64,V04,0.6,1134.0,947.0,187,1015.0,477.0,419,419,4.478390999963722,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,26,128,V04,0.8,1099.0,732.0,367,1495.0,732.0,0,0,4.345932999996194,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,26,128,V04,0.8,1275.0,909.0,366,2898.0,909.0,0,0,4.169918000002326,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,26,128,V04,0.8,1374.0,1008.0,366,5694.0,1008.0,0,0,3.9924820000294403,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,26,128,V04,0.8,1441.0,1075.0,366,10663.0,1075.0,0,0,3.799461999989262,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,26,128,V04,0.8,1115.0,748.0,367,1606.0,748.0,0,0,4.210429000011118,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,26,128,V04,0.7,1411.0,1122.0,289,2092.0,1122.0,0,0,4.437700000011091,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,26,128,V04,0.8,4691.0,4324.0,367,6959.0,732.0,6959,0,7.964792999985093,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,26,128,L3,0.9,1266.0,650.0,616,1796.0,650.0,0,0,4.104750999999851,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,26,128,V04,0.8,1860.0,1493.0,367,1921.0,732.0,913,913,8.329158999998754,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,26,256,V04,1.0,1619.0,952.0,667,2905.0,952.0,0,0,7.4455529999966075,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,26,256,V04,1.0,1728.0,1061.0,667,5672.0,1061.0,0,0,6.7801259999953345,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,26,256,V04,1.0,1776.0,1109.0,667,11048.0,1109.0,0,0,6.339592999978549,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,26,256,V04,1.0,1800.0,1133.0,667,20628.0,1133.0,0,0,5.563148999982559,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,26,256,V04,1.0,1636.0,969.0,667,3181.0,969.0,0,0,7.4368020000292745,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,26,256,V04,1.0,2054.0,1535.0,519,4185.0,1535.0,0,0,8.051643000015929,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,26,256,V04,1.0,9931.0,9264.0,667,15683.0,952.0,15683,0,15.611068999987765,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,26,256,L3,1.0,1776.0,731.0,1045,3493.0,731.0,0,0,6.477531000001591,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,26,256,V04,1.0,2380.0,1713.0,667,3331.0,952.0,913,913,11.589234000069837,4937,17.470480000014277,62231,1.0,10.54993625159371,
prefilter_exact,0.005,2,29,0,V04,1.0,4937.0,0.0,4937,0.0,0.0,0,0,0.7191889999944578,4937,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.005,2,29,500,V04,0.4,,,4,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.005,2,29,1000,V04,0.5,,,5,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.005,2,29,2000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.005,2,29,4000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.005,2,29,8000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.005,2,29,16000,V04,1.0,,,10,,,0,0,30.73137680000002,4937,0.0,0,0.0,0.0,16000.0
active_c1,0.005,2,29,32,V04,0.9,273.0,192.0,81,317.0,192.0,0,0,1.221473999976297,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,29,32,V04,1.0,378.0,290.0,88,632.0,290.0,0,0,1.1707369999953698,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,29,32,V04,1.0,475.0,387.0,88,1153.0,387.0,0,0,1.285598999999138,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,29,32,V04,1.0,556.0,468.0,88,2034.0,468.0,0,0,1.2482029999887345,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,29,32,V04,0.9,301.0,220.0,81,392.0,220.0,0,0,1.1549529999967945,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,29,32,V04,1.0,354.0,279.0,75,427.0,279.0,0,0,1.1550430000113465,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,29,32,V04,0.9,1487.0,1406.0,81,2168.0,192.0,2168,0,2.842747000016743,4937,11.339208000009648,39593,1.0,10.54993625159371,
native_active_c1,0.005,2,29,32,L3,1.0,388.0,238.0,150,382.0,238.0,0,0,1.3506769999764856,4937,6.983079999997699,24697,1.0,13.043650793650794,
witness_c1,0.005,2,29,32,V04,0.9,479.0,398.0,81,442.0,192.0,165,165,2.1918190000178583,4937,17.470480000014277,62231,1.0,10.54993625159371,
active_c1,0.005,2,29,64,V04,1.0,491.0,327.0,164,635.0,327.0,0,0,2.07130900000152,4937,11.339208000009648,39593,1.0,10.54993625159371,
active_c2,0.005,2,29,64,V04,1.0,598.0,441.0,157,1268.0,441.0,0,0,2.1900870000024497,4937,11.807089999990694,77312,2.0,20.617084572885677,
active_c4,0.005,2,29,64,V04,1.0,711.0,554.0,157,2364.0,554.0,0,0,2.1837879999964116,4937,13.07517300000427,147913,4.0,39.50616234594135,
active_c8,0.005,2,29,64,V04,1.0,798.0,641.0,157,4221.0,641.0,0,0,2.151529999991908,4937,15.486692999985507,270862,8.0,72.64343391415214,
adaptive_deg,0.005,2,29,64,V04,1.0,511.0,357.0,154,776.0,357.0,0,0,2.139782000000423,4937,29.291360000001987,45984,1.1823204419889504,12.154696132596685,
router1hop,0.005,2,29,64,V04,1.0,594.0,461.0,133,871.0,461.0,0,0,2.176013999985571,4937,31.094986999988805,63322,1.0,16.826604334891627,
lazy_qcap,0.005,2,29,64,V04,1.0,2918.0,2754.0,164,4355.0,327.0,4355,0,5.252401999968015,4937,11.339208000009648,39593,1.0,10.54993625159371,
