method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean,postfilter_candidate_pool_lower_bound
postfilter_hnsw,0.001,0,12,16000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,16000.0
active_c1,0.001,0,12,32,L3,0.5,241.0,182.0,59,285.0,182.0,0,0,1.2639460000229974,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,12,32,L3,0.6,314.0,259.0,55,495.0,259.0,0,0,1.2236069999858046,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,12,32,L3,0.8,365.0,303.0,62,866.0,303.0,0,0,1.1751330000322469,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,12,32,L3,0.8,393.0,331.0,62,1595.0,331.0,0,0,1.1606719999974757,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,12,32,L3,0.5,267.0,208.0,59,362.0,208.0,0,0,1.108724000005168,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,12,32,L3,0.6,417.0,375.0,42,501.0,375.0,0,0,1.2295450000010533,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,12,32,L3,0.5,3086.0,3025.0,61,8013.0,166.0,8013,0,3.704147999997076,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,12,32,L3,0.7,517.0,457.0,60,354.0,165.0,867,867,2.165740999942045,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,12,64,L3,0.6,352.0,238.0,114,472.0,238.0,0,0,1.9324399999902653,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,12,64,L3,0.8,417.0,310.0,107,882.0,310.0,0,0,1.9339330000036625,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,12,64,L3,0.8,442.0,335.0,107,1705.0,335.0,0,0,1.852209999981369,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,12,64,L3,0.8,451.0,344.0,107,3141.0,344.0,0,0,1.6362860000072033,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,12,64,L3,0.7,395.0,289.0,106,741.0,289.0,0,0,2.0854300000223702,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,12,64,L3,0.6,596.0,533.0,63,859.0,533.0,0,0,2.1931809999955476,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,12,64,L3,0.7,7113.0,6998.0,115,18750.0,239.0,18750,0,7.949750999983962,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,12,64,L3,0.7,790.0,676.0,114,686.0,243.0,1951,1951,4.098851000009063,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,12,128,L3,1.0,515.0,305.0,210,876.0,305.0,0,0,3.148335000020097,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,12,128,L3,1.0,549.0,340.0,209,1686.0,340.0,0,0,2.8470919999961097,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,12,128,L3,1.0,555.0,346.0,209,3232.0,346.0,0,0,2.4985290000074656,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,12,128,L3,1.0,563.0,354.0,209,5996.0,354.0,0,0,2.228994999995848,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,12,128,L3,1.0,546.0,337.0,209,1435.0,337.0,0,0,3.1641390000061165,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,12,128,L3,0.7,838.0,733.0,105,1595.0,733.0,0,0,3.895406000026469,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,12,128,L3,1.0,13473.0,13265.0,208,35860.0,306.0,35860,0,14.67292099999895,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,12,128,L3,1.0,987.0,779.0,208,1292.0,306.0,3611,3611,6.907146999992619,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,12,256,L3,1.0,728.0,342.0,386,1686.0,342.0,0,0,4.588355999999294,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,12,256,L3,1.0,735.0,349.0,386,3257.0,349.0,0,0,3.785371000020632,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,12,256,L3,1.0,743.0,357.0,386,6174.0,357.0,0,0,3.4255710000081763,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,12,256,L3,1.0,754.0,368.0,386,11391.0,368.0,0,0,3.2860619999723895,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,12,256,L3,1.0,735.0,349.0,386,2841.0,349.0,0,0,4.1179100000476865,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,12,256,L3,1.0,1086.0,894.0,192,2982.0,894.0,0,0,6.205382000018744,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,12,256,L3,1.0,25900.0,25514.0,386,69638.0,342.0,69638,0,27.321893999982194,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,12,256,L3,1.0,1201.0,815.0,386,2103.0,342.0,3611,3611,8.346416999984285,1040,4.13057899999103,13945,1.0,6.199421965317919,
prefilter_exact,0.001,0,15,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0.15697599999953127,1040,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.001,0,15,500,L3,0.0,,,0,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.001,0,15,1000,L3,0.2,,,2,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.001,0,15,2000,L3,0.2,,,2,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.001,0,15,4000,L3,0.4,,,4,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.001,0,15,8000,L3,0.8,,,8,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.001,0,15,16000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,16000.0
active_c1,0.001,0,15,32,L3,0.8,215.0,151.0,64,225.0,151.0,0,0,1.1359850000189908,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,15,32,L3,1.0,278.0,224.0,54,432.0,224.0,0,0,1.1501160000193522,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,15,32,L3,1.0,337.0,281.0,56,805.0,281.0,0,0,1.067441000003555,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,15,32,L3,1.0,363.0,307.0,56,1539.0,307.0,0,0,1.248274000033689,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,15,32,L3,1.0,266.0,212.0,54,353.0,212.0,0,0,1.2505560000022342,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,15,32,L3,0.7,335.0,306.0,29,432.0,306.0,0,0,1.1950230000081774,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,15,32,L3,0.9,2786.0,2729.0,57,6631.0,166.0,6631,0,3.93965300003174,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,15,32,L3,1.0,531.0,474.0,57,335.0,163.0,971,971,2.185369999978093,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,15,64,L3,0.8,355.0,238.0,117,456.0,238.0,0,0,1.9843080000043756,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,15,64,L3,1.0,404.0,288.0,116,855.0,288.0,0,0,1.9449089999739044,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,15,64,L3,1.0,437.0,323.0,114,1622.0,323.0,0,0,1.8083740000065518,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,15,64,L3,1.0,458.0,344.0,114,3053.0,344.0,0,0,1.7119789999640034,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,15,64,L3,1.0,383.0,267.0,116,696.0,267.0,0,0,1.8939020000061646,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,15,64,L3,1.0,562.0,500.0,62,828.0,500.0,0,0,2.1284229999878335,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,15,64,L3,0.9,6144.0,6027.0,117,14790.0,240.0,14790,0,7.569800999988274,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,15,64,L3,1.0,772.0,656.0,116,592.0,230.0,1776,1776,3.7544350000189297,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,15,128,L3,1.0,512.0,291.0,221,853.0,291.0,0,0,3.177348000008351,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,15,128,L3,1.0,541.0,329.0,212,1714.0,329.0,0,0,2.941724999999451,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,15,128,L3,1.0,569.0,355.0,214,3223.0,355.0,0,0,2.6352839999788102,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,15,128,L3,1.0,577.0,363.0,214,5989.0,363.0,0,0,2.485481000007894,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,15,128,L3,1.0,532.0,320.0,212,1417.0,320.0,0,0,3.005901000022959,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,15,128,L3,1.0,784.0,663.0,121,1542.0,663.0,0,0,3.783889000004592,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,15,128,L3,1.0,13334.0,13113.0,221,32991.0,291.0,32991,0,14.624108000020897,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,15,128,L3,1.0,987.0,776.0,211,1217.0,293.0,3419,3419,6.763731000006601,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,15,256,L3,1.0,756.0,349.0,407,1657.0,349.0,0,0,4.983828999996831,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,15,256,L3,1.0,770.0,363.0,407,3341.0,363.0,0,0,4.366232000023729,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,15,256,L3,1.0,779.0,372.0,407,6336.0,372.0,0,0,3.7784400000191454,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,15,256,L3,1.0,788.0,381.0,407,11730.0,381.0,0,0,3.545841000004657,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,15,256,L3,1.0,768.0,361.0,407,2820.0,361.0,0,0,4.5246500000075685,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,15,256,L3,1.0,1019.0,820.0,199,2891.0,820.0,0,0,6.066875000016125,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,15,256,L3,1.0,26482.0,26075.0,407,67045.0,349.0,67045,0,27.800671999955284,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,15,256,L3,1.0,1239.0,832.0,407,2029.0,349.0,3419,3419,8.611362000010558,1040,4.13057899999103,13945,1.0,6.199421965317919,
prefilter_exact,0.001,0,18,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0.13515300000221941,1040,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.001,0,18,500,L3,0.2,,,2,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.001,0,18,1000,L3,0.2,,,2,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.001,0,18,2000,L3,0.5,,,5,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.001,0,18,4000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.001,0,18,8000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.001,0,18,16000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,16000.0
active_c1,0.001,0,18,32,L3,0.4,215.0,157.0,58,223.0,157.0,0,0,1.1676420000128473,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,18,32,L3,0.9,291.0,217.0,74,413.0,217.0,0,0,1.1589700000058656,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,18,32,L3,0.9,346.0,282.0,64,798.0,282.0,0,0,1.1476829999992333,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,18,32,L3,0.9,383.0,319.0,64,1485.0,319.0,0,0,1.112450000022136,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,18,32,L3,0.9,290.0,219.0,71,376.0,219.0,0,0,1.1536909999847467,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,18,32,L3,0.4,347.0,310.0,37,403.0,310.0,0,0,1.1771869999677165,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,18,32,L3,0.9,3821.0,3747.0,74,9627.0,166.0,9627,0,4.475295999981199,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,18,32,L3,0.9,505.0,439.0,66,317.0,160.0,718,718,2.1927610000602726,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,18,64,L3,0.5,348.0,231.0,117,426.0,231.0,0,0,1.9713790000253084,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,18,64,L3,1.0,421.0,294.0,127,812.0,294.0,0,0,2.058908999998721,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,18,64,L3,1.0,456.0,332.0,124,1588.0,332.0,0,0,1.9409129999985453,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,18,64,L3,1.0,469.0,345.0,124,2979.0,345.0,0,0,1.6591599999742357,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,18,64,L3,1.0,414.0,291.0,123,724.0,291.0,0,0,2.0493750000127875,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,18,64,L3,0.7,597.0,520.0,77,832.0,520.0,0,0,2.2592699999961496,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,18,64,L3,1.0,7614.0,7489.0,125,19155.0,240.0,19155,0,8.348179000023492,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,18,64,L3,1.0,764.0,639.0,125,612.0,240.0,1719,1719,4.051449999963097,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,18,128,L3,1.0,532.0,319.0,213,836.0,319.0,0,0,3.45913199998904,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,18,128,L3,1.0,556.0,342.0,214,1627.0,342.0,0,0,3.109035999983689,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,18,128,L3,1.0,569.0,355.0,214,3180.0,355.0,0,0,2.7141930000027514,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,18,128,L3,1.0,579.0,365.0,214,5871.0,365.0,0,0,2.3636669999689275,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,18,128,L3,1.0,548.0,334.0,214,1412.0,334.0,0,0,3.085010000006605,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,18,128,L3,1.0,835.0,707.0,128,1588.0,707.0,0,0,3.9144749999877604,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,18,128,L3,1.0,14292.0,14077.0,215,36395.0,313.0,36395,0,15.36186399999906,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,18,128,L3,1.0,1017.0,803.0,214,1199.0,314.0,3431,3431,7.1158190000062405,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,18,256,L3,1.0,751.0,355.0,396,1612.0,355.0,0,0,4.816298000008601,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,18,256,L3,1.0,765.0,372.0,393,3244.0,372.0,0,0,4.376387999997178,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,18,256,L3,1.0,776.0,383.0,393,6227.0,383.0,0,0,4.022256000013158,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,18,256,L3,1.0,791.0,398.0,393,11499.0,398.0,0,0,3.721754999986615,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,18,256,L3,1.0,762.0,369.0,393,2790.0,369.0,0,0,4.451619999997547,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,18,256,L3,1.0,1057.0,865.0,192,2876.0,865.0,0,0,6.079282999991165,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,18,256,L3,1.0,26940.0,26544.0,396,69595.0,355.0,69595,0,27.821784000025218,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,18,256,L3,1.0,1240.0,844.0,396,2009.0,355.0,3431,3431,8.541749000016807,1040,4.13057899999103,13945,1.0,6.199421965317919,
prefilter_exact,0.001,0,21,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0.1313870000103634,1040,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.001,0,21,500,L3,0.0,,,0,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.001,0,21,1000,L3,0.3,,,3,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.001,0,21,2000,L3,0.4,,,4,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.001,0,21,4000,L3,0.7,,,7,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.001,0,21,8000,L3,0.9,,,9,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.001,0,21,16000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,16000.0
active_c1,0.001,0,21,32,L3,1.0,229.0,176.0,53,256.0,176.0,0,0,1.2823949999756223,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,21,32,L3,0.9,293.0,235.0,58,430.0,235.0,0,0,1.1411629999713568,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,21,32,L3,0.8,359.0,297.0,62,815.0,297.0,0,0,1.1525090000077398,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,21,32,L3,0.9,390.0,327.0,63,1549.0,327.0,0,0,1.13469199999372,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,21,32,L3,0.9,264.0,207.0,57,350.0,207.0,0,0,1.1229149999962829,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,21,32,L3,0.8,417.0,377.0,40,495.0,377.0,0,0,1.2965649999898687,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,21,32,L3,0.9,3345.0,3291.0,54,7779.0,169.0,7779,0,3.890007000023843,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,21,32,L3,1.0,533.0,478.0,55,327.0,167.0,881,881,2.1620640000037383,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,21,64,L3,1.0,374.0,255.0,119,449.0,255.0,0,0,2.0991500000206997,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,21,64,L3,1.0,432.0,311.0,121,858.0,311.0,0,0,2.0013840000103755,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,21,64,L3,1.0,458.0,337.0,121,1669.0,337.0,0,0,1.8229659999917658,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,21,64,L3,1.0,468.0,347.0,121,3131.0,347.0,0,0,1.6812539999762066,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,21,64,L3,1.0,414.0,292.0,122,692.0,292.0,0,0,2.009305999990829,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,21,64,L3,0.9,672.0,589.0,83,963.0,589.0,0,0,2.320443000002115,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,21,64,L3,1.0,7114.0,6993.0,121,16928.0,256.0,16928,0,8.010941999998522,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,21,64,L3,1.0,813.0,690.0,123,637.0,255.0,2002,2002,4.1172599999868,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,21,128,L3,1.0,539.0,311.0,228,871.0,311.0,0,0,3.345971999976882,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,21,128,L3,1.0,576.0,345.0,231,1756.0,345.0,0,0,3.2950339999899825,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,21,128,L3,1.0,585.0,354.0,231,3378.0,354.0,0,0,2.5855309999940346,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,21,128,L3,1.0,590.0,359.0,231,6291.0,359.0,0,0,2.268294000032256,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,21,128,L3,1.0,563.0,333.0,230,1398.0,333.0,0,0,2.996728999988818,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,21,128,L3,1.0,928.0,778.0,150,1783.0,778.0,0,0,4.074454000033256,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,21,128,L3,1.0,14065.0,13837.0,228,34267.0,311.0,34267,0,14.446912000011025,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,21,128,L3,1.0,1024.0,794.0,230,1254.0,313.0,3542,3542,6.934206999972048,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,21,256,L3,1.0,770.0,354.0,416,1679.0,354.0,0,0,5.001225999990311,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,21,256,L3,1.0,780.0,364.0,416,3384.0,364.0,0,0,4.1717800000355965,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,21,256,L3,1.0,786.0,370.0,416,6425.0,370.0,0,0,3.68532100000607,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,21,256,L3,1.0,798.0,382.0,416,11903.0,382.0,0,0,3.5317299999917395,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,21,256,L3,1.0,778.0,362.0,416,2818.0,362.0,0,0,4.365841000009141,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,21,256,L3,1.0,1132.0,897.0,235,3211.0,897.0,0,0,6.438252999970473,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,21,256,L3,1.0,26907.0,26491.0,416,68072.0,354.0,68072,0,27.055493999995406,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,21,256,L3,1.0,1251.0,835.0,416,2063.0,354.0,3542,3542,8.557252999992215,1040,4.13057899999103,13945,1.0,6.199421965317919,
prefilter_exact,0.001,0,24,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0.13952899999480906,1040,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.001,0,24,500,L3,0.1,,,1,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.001,0,24,1000,L3,0.2,,,2,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.001,0,24,2000,L3,0.3,,,3,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.001,0,24,4000,L3,0.6,,,6,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.001,0,24,8000,L3,0.8,,,8,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.001,0,24,16000,L3,1.0,,,10,,,0,0,30.73137680000002,1040,0.0,0,0.0,0.0,16000.0
active_c1,0.001,0,24,32,L3,0.5,213.0,162.0,51,236.0,162.0,0,0,1.1657590000027085,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,24,32,L3,0.9,281.0,229.0,52,425.0,229.0,0,0,1.1425650000091991,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,24,32,L3,0.9,345.0,294.0,51,816.0,294.0,0,0,1.1631250000050386,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,24,32,L3,0.9,383.0,331.0,52,1558.0,331.0,0,0,1.1237869999831673,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,24,32,L3,0.8,278.0,226.0,52,407.0,226.0,0,0,1.2681129999805307,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,24,32,L3,0.7,398.0,364.0,34,514.0,364.0,0,0,1.335455000003094,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,24,32,L3,0.8,3801.0,3745.0,56,9041.0,174.0,9041,0,4.450448999989476,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,24,32,L3,0.7,478.0,427.0,51,343.0,172.0,774,774,2.193502000011449,1040,4.13057899999103,13945,1.0,6.199421965317919,
active_c1,0.001,0,24,64,L3,0.8,364.0,253.0,111,468.0,253.0,0,0,2.1744329999648926,1040,3.365610999992441,11439,1.0,6.199421965317919,
active_c2,0.001,0,24,64,L3,0.9,408.0,299.0,109,849.0,299.0,0,0,2.012120000017603,1040,3.387954000004356,22531,2.0,12.367052023121387,
active_c4,0.001,0,24,64,L3,0.9,452.0,341.0,111,1674.0,341.0,0,0,1.9129119999945488,1040,3.6619360000145207,42967,4.0,23.393063583815028,
active_c8,0.001,0,24,64,L3,0.9,459.0,348.0,111,3107.0,348.0,0,0,1.6002609999929973,1040,4.203118000020822,78317,8.0,42.947976878612714,
adaptive_deg,0.001,0,24,64,L3,1.0,399.0,287.0,112,714.0,287.0,0,0,2.0320189999836202,1040,11.918987999990804,20455,1.80635838150289,10.984104046242775,
router1hop,0.001,0,24,64,L3,0.8,596.0,530.0,66,884.0,530.0,0,0,2.1987000000081025,1040,14.262445000014168,31076,1.0,16.53034682080925,
lazy_qcap,0.001,0,24,64,L3,0.9,7629.0,7516.0,113,18390.0,254.0,18390,0,8.14664699998957,1040,3.365610999992441,11439,1.0,6.199421965317919,
witness_c1,0.001,0,24,64,L3,1.0,730.0,622.0,108,643.0,242.0,1724,1724,3.9875150000057147,1040,4.13057899999103,13945,1.0,6.199421965317919,
