method,selectivity,parameter,level_name,recall,recall_p10,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean
witness_c1,0.01,32,V08,0.5266666666666667,0.3,810.4,717.5,92.9,592.0333333333333,347.46666666666664,382.3666666666667,382.3666666666667,2.6020821000012497,9917.666666666666,30.199247999992924,106916.33333333333,1.0,10.932334011499472
witness_c1,0.01,64,V08,0.75,0.49000000000000005,1430.1,1250.7,179.4,1146.5333333333333,582.8333333333334,777.6333333333333,777.6333333333333,4.85274303333559,9917.666666666666,30.199247999992924,106916.33333333333,1.0,10.932334011499472
witness_c1,0.01,128,V08,0.9133333333333333,0.8,2355.6666666666665,2013.8333333333333,341.8333333333333,2160.633333333333,916.3,1514.2666666666667,1514.2666666666667,9.101910433333652,9917.666666666666,30.199247999992924,106916.33333333333,1.0,10.932334011499472
witness_c1,0.01,256,V08,0.9700000000000001,0.9,3101.4,2442.266666666667,659.1333333333333,3736.1666666666665,1344.7333333333333,1514.2666666666667,1514.2666666666667,12.884791766674653,9917.666666666666,30.199247999992924,106916.33333333333,1.0,10.932334011499472
active_c1,0.02,32,L2,0.37,0.1,487.3333333333333,394.2,93.13333333333334,482.93333333333334,394.2,0.0,0.0,1.5645350999970258,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
active_c1,0.02,64,L2,0.5966666666666666,0.4,859.6666666666666,675.3333333333334,184.33333333333334,912.1666666666666,675.3333333333334,0.0,0.0,2.4238279000021143,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
active_c1,0.02,128,L2,0.7799999999999999,0.59,1452.8666666666666,1100.0333333333333,352.8333333333333,1733.9666666666667,1100.0333333333333,0.0,0.0,4.477459199997232,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
active_c1,0.02,256,L2,0.9166666666666666,0.7,2401.766666666667,1716.5333333333333,685.2333333333333,3395.8333333333335,1716.5333333333333,0.0,0.0,8.533989033333,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
active_c2,0.02,32,L2,0.5066666666666666,0.3,758.8,666.5666666666667,92.23333333333333,900.6,666.5666666666667,0.0,0.0,1.4525804333317183,19797.0,48.38930966665581,314264.3333333333,2.0,22.069807127861534
active_c2,0.02,64,L2,0.7066666666666667,0.4,1239.3666666666666,1056.6,182.76666666666668,1710.6333333333334,1056.6,0.0,0.0,2.4790382999981375,19797.0,48.38930966665581,314264.3333333333,2.0,22.069807127861534
active_c2,0.02,128,L2,0.83,0.69,1951.5666666666666,1601.6333333333334,349.93333333333334,3338.9333333333334,1601.6333333333334,0.0,0.0,4.617215766666997,19797.0,48.38930966665581,314264.3333333333,2.0,22.069807127861534
active_c2,0.02,256,L2,0.93,0.8,2973.4666666666667,2293.8333333333335,679.6333333333333,6621.0,2293.8333333333335,0.0,0.0,8.737428633331016,19797.0,48.38930966665581,314264.3333333333,2.0,22.069807127861534
active_c4,0.02,32,L2,0.5366666666666667,0.3,1120.1666666666667,1025.2,94.96666666666667,1676.6333333333334,1025.2,0.0,0.0,1.5134289666614602,19797.0,55.40722900000598,592992.6666666666,4.0,41.959755901682705
active_c4,0.02,64,L2,0.7,0.49000000000000005,1702.3666666666666,1518.4333333333334,183.93333333333334,3257.0333333333333,1518.4333333333334,0.0,0.0,2.618769566668296,19797.0,55.40722900000598,592992.6666666666,4.0,41.959755901682705
active_c4,0.02,128,L2,0.83,0.69,2463.0666666666666,2113.4,349.6666666666667,6406.2,2113.4,0.0,0.0,4.8023315333239225,19797.0,55.40722900000598,592992.6666666666,4.0,41.959755901682705
active_c4,0.02,256,L2,0.93,0.8,3481.3,2801.6,679.7,12730.133333333333,2801.6,0.0,0.0,8.78277166666995,19797.0,55.40722900000598,592992.6666666666,4.0,41.959755901682705
active_c8,0.02,32,L2,0.5333333333333333,0.2,1534.1666666666667,1439.6333333333334,94.53333333333333,3060.2,1439.6333333333334,0.0,0.0,1.6344158999980134,19797.0,66.91107066666291,1061421.3333333333,8.0,75.91278843812523
active_c8,0.02,64,L2,0.7100000000000001,0.49000000000000005,2156.5,1972.5666666666666,183.93333333333334,5989.9,1972.5666666666666,0.0,0.0,2.7909524666644834,19797.0,66.91107066666291,1061421.3333333333,8.0,75.91278843812523
active_c8,0.02,128,L2,0.83,0.69,2905.5666666666666,2555.9666666666667,349.6,11814.333333333334,2555.9666666666667,0.0,0.0,4.944614033331618,19797.0,66.91107066666291,1061421.3333333333,8.0,75.91278843812523
active_c8,0.02,256,L2,0.93,0.8,3879.5333333333333,3199.8333333333335,679.7,23475.433333333334,3199.8333333333335,0.0,0.0,8.790576333335784,19797.0,66.91107066666291,1061421.3333333333,8.0,75.91278843812523
adaptive_deg,0.02,32,L2,0.38666666666666666,0.1,504.26666666666665,410.26666666666665,94.0,502.6333333333333,410.26666666666665,0.0,0.0,1.336199033330369,19797.0,113.4294729999965,179849.66666666666,1.1391876099316467,12.474478687977564
adaptive_deg,0.02,64,L2,0.5966666666666666,0.39000000000000007,862.7333333333333,678.4,184.33333333333334,922.1,678.4,0.0,0.0,2.3519597666667855,19797.0,113.4294729999965,179849.66666666666,1.1391876099316467,12.474478687977564
adaptive_deg,0.02,128,L2,0.7799999999999999,0.59,1468.9666666666667,1114.7666666666667,354.2,1782.1666666666667,1114.7666666666667,0.0,0.0,4.419088600005239,19797.0,113.4294729999965,179849.66666666666,1.1391876099316467,12.474478687977564
adaptive_deg,0.02,256,L2,0.9166666666666666,0.7,2422.3333333333335,1737.6666666666667,684.6666666666666,3505.5666666666666,1737.6666666666667,0.0,0.0,8.47247666666533,19797.0,113.4294729999965,179849.66666666666,1.1391876099316467,12.474478687977564
lazy_qcap,0.02,32,L2,0.4066666666666666,0.19000000000000006,795.8666666666667,699.8,96.06666666666666,903.2,403.9,903.2,0.0,2.2007237333345606,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
lazy_qcap,0.02,64,L2,0.6233333333333333,0.4,1390.4333333333334,1204.7666666666667,185.66666666666666,1643.5,671.7,1643.5,0.0,3.787727600002692,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
lazy_qcap,0.02,128,L2,0.7899999999999999,0.59,2617.733333333333,2264.133333333333,353.6,3342.8,1094.4,3342.8,0.0,7.154419466666202,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
lazy_qcap,0.02,256,L2,0.92,0.79,4902.066666666667,4216.766666666666,685.3,6882.6,1709.7333333333333,6882.6,0.0,13.95387376666406,19797.0,45.61920233333202,161929.66666666666,1.0,11.327023445518437
postfilter_hnsw,0.02,500,L2,0.8533333333333334,0.6,,,8.566666666666666,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
postfilter_hnsw,0.02,1000,L2,0.9966666666666666,1.0,,,10.0,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
postfilter_hnsw,0.02,2000,L2,0.9966666666666666,1.0,,,10.0,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
postfilter_hnsw,0.02,4000,L2,0.9966666666666666,1.0,,,10.0,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
postfilter_hnsw,0.02,8000,L2,0.9966666666666666,1.0,,,10.0,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
postfilter_hnsw,0.02,16000,L2,0.9966666666666666,1.0,,,10.0,,,0.0,0.0,30.73137680000002,19797.0,0.0,0.0,0.0,0.0
prefilter_exact,0.02,0,L2,1.0,1.0,19797.0,0.0,19797.0,0.0,0.0,0.0,0.0,3.8551958666677897,19797.0,0.0,0.0,0.0,0.0
router1hop,0.02,32,L2,0.3766666666666667,0.1,624.7,545.4,79.3,648.6,545.4,0.0,0.0,1.381538300007416,19797.0,125.88338366667055,246730.0,1.0,17.183920896344627
router1hop,0.02,64,L2,0.5933333333333334,0.39000000000000007,1059.0,904.9666666666667,154.03333333333333,1177.4333333333334,904.9666666666667,0.0,0.0,2.4341680666632706,19797.0,125.88338366667055,246730.0,1.0,17.183920896344627
router1hop,0.02,128,L2,0.7433333333333334,0.5,1798.6666666666667,1511.6666666666667,287.0,2275.0,1511.6666666666667,0.0,0.0,4.576847499995059,19797.0,125.88338366667055,246730.0,1.0,17.183920896344627
router1hop,0.02,256,L2,0.8966666666666666,0.7,2946.0,2408.0,538.0,4458.433333333333,2408.0,0.0,0.0,8.783476933332205,19797.0,125.88338366667055,246730.0,1.0,17.183920896344627
witness_c1,0.02,32,L2,0.4533333333333333,0.2,1034.5666666666666,941.6,92.96666666666667,651.3333333333334,385.1,680.3333333333334,680.3333333333334,2.7890599999996843,19797.0,53.73563999999457,190425.0,1.0,11.327023445518437
witness_c1,0.02,64,L2,0.6333333333333333,0.3,1793.1666666666667,1609.1333333333334,184.03333333333333,1214.1,661.8333333333334,1285.8666666666666,1285.8666666666666,5.122625866666415,19797.0,53.73563999999457,190425.0,1.0,11.327023445518437
witness_c1,0.02,128,L2,0.7966666666666666,0.59,3039.9333333333334,2687.1666666666665,352.76666666666665,2304.0333333333333,1085.8666666666666,2468.0333333333333,2468.0333333333333,9.647920300003912,19797.0,53.73563999999457,190425.0,1.0,11.327023445518437
witness_c1,0.02,256,L2,0.9166666666666666,0.7,3992.4666666666667,3308.6666666666665,683.8,3978.633333333333,1707.3666666666666,2468.0333333333333,2468.0333333333333,13.719502833331868,19797.0,53.73563999999457,190425.0,1.0,11.327023445518437
