method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
progress4,0.002,2,11,64,L3,0.9,537.0,379.0,158,1314.0,379.0,1314,64,64,1.0,834,118,0.14148681055155876,21,0,5.337362999995321,2017,1
progress8,0.002,2,11,64,L3,0.9,545.0,387.0,158,1416.0,387.0,1416,70,64,1.09375,889,123,0.13835770528683913,18,0,5.091735000007702,2017,1
progress4_router,0.002,2,11,64,L3,0.9,566.0,408.0,158,1382.0,386.0,1382,64,64,1.0,834,118,0.14148681055155876,21,4,5.496149000009609,2017,1
fixed_c1,0.002,2,11,128,L3,0.9,774.0,483.0,291,2332.0,483.0,2332,128,128,1.0,1388,235,0.16930835734870317,0,0,7.60113100000126,2017,1
fixed_c2,0.002,2,11,128,L3,0.9,830.0,540.0,290,4668.0,540.0,4668,256,128,2.0,2728,449,0.16458944281524926,0,0,8.114100000000235,2017,1
theory_c,0.002,2,11,128,L3,0.9,774.0,483.0,291,2332.0,483.0,2332,128,128,1.0,1388,235,0.16930835734870317,0,0,7.574824000016633,2017,1
degree4,0.002,2,11,128,L3,0.9,774.0,483.0,291,2332.0,483.0,2332,128,128,1.0,1388,235,0.16930835734870317,0,0,7.506260000013754,2017,1
degree8,0.002,2,11,128,L3,0.9,785.0,496.0,289,2667.0,496.0,2667,146,128,1.140625,1582,266,0.168141592920354,0,0,7.726258999980473,2017,1
progress4,0.002,2,11,128,L3,0.9,773.0,484.0,289,2552.0,484.0,2552,128,128,1.0,1568,293,0.1868622448979592,28,0,8.908268999988422,2017,1
progress8,0.002,2,11,128,L3,0.9,785.0,496.0,289,2867.0,496.0,2867,146,128,1.140625,1748,324,0.1853546910755149,25,0,8.962300999996842,2017,1
progress4_router,0.002,2,11,128,L3,0.9,800.0,514.0,286,2621.0,492.0,2621,127,127,1.0,1569,290,0.18483110261312938,28,4,9.548748000014484,2017,1
fixed_c1,0.002,2,11,256,L3,1.0,1112.0,548.0,564,4564.0,548.0,4564,256,256,1.0,2694,755,0.28025241276911655,0,0,12.701249999992115,2017,1
fixed_c2,0.002,2,11,256,L3,1.0,1125.0,560.0,565,9185.0,560.0,9185,512,256,2.0,5310,1469,0.27664783427495293,0,0,13.060307000017701,2017,1
theory_c,0.002,2,11,256,L3,1.0,1112.0,548.0,564,4564.0,548.0,4564,256,256,1.0,2694,755,0.28025241276911655,0,0,12.631434999974545,2017,1
degree4,0.002,2,11,256,L3,1.0,1112.0,548.0,564,4564.0,548.0,4564,256,256,1.0,2694,755,0.28025241276911655,0,0,12.48847099995487,2017,1
degree8,0.002,2,11,256,L3,1.0,1117.0,552.0,565,5311.0,552.0,5311,299,256,1.16796875,3113,879,0.2823642788307099,0,0,12.643913000005114,2017,1
progress4,0.002,2,11,256,L3,1.0,1112.0,548.0,564,4836.0,548.0,4836,256,256,1.0,2918,842,0.28855380397532554,34,0,14.14226700003951,2017,1
progress8,0.002,2,11,256,L3,1.0,1117.0,552.0,565,5527.0,552.0,5527,299,256,1.16796875,3292,943,0.28645200486026734,27,0,14.52204599999618,2017,1
progress4_router,0.002,2,11,256,L3,1.0,1128.0,575.0,553,4934.0,553.0,4934,249,249,1.0,2933,812,0.27684964200477324,34,4,15.083556999996972,2017,1
prefilter_exact,0.002,2,14,0,L3,1.0,2017.0,0.0,2017,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.3760030000137249,2017,1
postfilter_hnsw,0.002,2,14,500,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,14,1000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,14,2000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,14,4000,L3,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,14,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,14,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
fixed_c1,0.002,2,14,32,L3,0.1,298.0,243.0,55,643.0,243.0,643,36,36,1.0,359,32,0.08913649025069638,0,0,2.547835999990866,2017,1
fixed_c2,0.002,2,14,32,L3,0.8,395.0,329.0,66,1138.0,329.0,1138,64,32,2.0,610,41,0.06721311475409836,0,0,2.6023160000079315,2017,1
theory_c,0.002,2,14,32,L3,0.1,298.0,243.0,55,643.0,243.0,643,36,36,1.0,359,32,0.08913649025069638,0,0,2.419022999987419,2017,1
degree4,0.002,2,14,32,L3,0.1,298.0,243.0,55,643.0,243.0,643,36,36,1.0,359,32,0.08913649025069638,0,0,2.479894000003924,2017,1
degree8,0.002,2,14,32,L3,0.2,335.0,276.0,59,800.0,276.0,800,47,36,1.3055555555555556,429,31,0.07226107226107226,0,0,2.5040189999856466,2017,1
progress4,0.002,2,14,32,L3,0.8,309.0,242.0,67,698.0,242.0,698,32,32,1.0,400,30,0.075,17,0,3.0002430000308777,2017,1
progress8,0.002,2,14,32,L3,0.8,331.0,264.0,67,852.0,264.0,852,42,32,1.3125,464,31,0.0668103448275862,16,0,3.039862999997922,2017,1
progress4_router,0.002,2,14,32,L3,0.7,356.0,296.0,60,806.0,253.0,806,29,29,1.0,385,25,0.06493506493506493,17,7,3.3704180000029282,2017,1
fixed_c1,0.002,2,14,64,L3,0.5,462.0,332.0,130,1123.0,332.0,1123,65,65,1.0,625,80,0.128,0,0,4.163706000014145,2017,1
fixed_c2,0.002,2,14,64,L3,0.8,554.0,419.0,135,2256.0,419.0,2256,128,64,2.0,1183,111,0.09382924767540152,0,0,4.655431999964321,2017,1
theory_c,0.002,2,14,64,L3,0.5,462.0,332.0,130,1123.0,332.0,1123,65,65,1.0,625,80,0.128,0,0,4.134199999981547,2017,1
degree4,0.002,2,14,64,L3,0.5,464.0,335.0,129,1156.0,335.0,1156,67,66,1.0151515151515151,642,81,0.1261682242990654,0,0,4.246448000003511,2017,1
degree8,0.002,2,14,64,L3,0.6,493.0,357.0,136,1445.0,357.0,1445,85,64,1.328125,766,81,0.10574412532637076,0,0,4.377363999992667,2017,1
progress4,0.002,2,14,64,L3,0.8,488.0,351.0,137,1347.0,351.0,1347,65,64,1.015625,749,83,0.11081441922563418,25,0,5.305283999973653,2017,1
progress8,0.002,2,14,64,L3,0.8,503.0,366.0,137,1624.0,366.0,1624,84,64,1.3125,883,98,0.11098527746319366,24,0,5.411562999995567,2017,1
progress4_router,0.002,2,14,64,L3,0.8,529.0,419.0,110,1504.0,364.0,1504,57,56,1.0178571428571428,739,63,0.08525033829499323,26,10,5.906924000015579,2017,1
fixed_c1,0.002,2,14,128,L3,0.9,712.0,440.0,272,2225.0,440.0,2225,128,128,1.0,1245,223,0.1791164658634538,0,0,7.509104000007483,2017,1
fixed_c2,0.002,2,14,128,L3,0.9,775.0,499.0,276,4430.0,499.0,4430,256,128,2.0,2451,456,0.18604651162790697,0,0,8.316163999978698,2017,1
theory_c,0.002,2,14,128,L3,0.9,712.0,440.0,272,2225.0,440.0,2225,128,128,1.0,1245,223,0.1791164658634538,0,0,7.743516000005002,2017,1
degree4,0.002,2,14,128,L3,0.9,712.0,440.0,272,2260.0,440.0,2260,130,128,1.015625,1261,229,0.18160190325138778,0,0,7.5800400000218815,2017,1
degree8,0.002,2,14,128,L3,0.9,729.0,453.0,276,2820.0,453.0,2820,166,128,1.296875,1563,290,0.1855406269993602,0,0,7.9797390000067026,2017,1
progress4,0.002,2,14,128,L3,0.9,723.0,447.0,276,2524.0,447.0,2524,130,128,1.015625,1446,257,0.177731673582296,32,0,8.919887000018889,2017,1
progress8,0.002,2,14,128,L3,0.9,730.0,454.0,276,3044.0,454.0,3044,166,128,1.296875,1719,318,0.1849912739965096,28,0,9.095899999977064,2017,1
progress4_router,0.002,2,14,128,L3,0.9,767.0,524.0,243,2678.0,457.0,2678,114,113,1.008849557522124,1408,196,0.13920454545454544,32,12,9.605212999986179,2017,1
fixed_c1,0.002,2,14,256,L3,1.0,1078.0,531.0,547,4478.0,531.0,4478,256,256,1.0,2522,750,0.2973830293417922,0,0,12.532645999982606,2017,1
fixed_c2,0.002,2,14,256,L3,1.0,1106.0,559.0,547,8913.0,559.0,8913,512,256,2.0,4945,1493,0.3019211324570273,0,0,14.476227000045583,2017,1
theory_c,0.002,2,14,256,L3,1.0,1078.0,531.0,547,4478.0,531.0,4478,256,256,1.0,2522,750,0.2973830293417922,0,0,12.604322999976603,2017,1
degree4,0.002,2,14,256,L3,1.0,1078.0,531.0,547,4526.0,531.0,4526,259,256,1.01171875,2547,761,0.29878288182175106,0,0,12.479907000027879,2017,1
degree8,0.002,2,14,256,L3,1.0,1086.0,539.0,547,5538.0,539.0,5538,323,256,1.26171875,3100,941,0.3035483870967742,0,0,13.070812999984582,2017,1
progress4,0.002,2,14,256,L3,1.0,1078.0,531.0,547,4782.0,531.0,4782,259,256,1.01171875,2727,791,0.29006233956729005,32,0,14.224318999993102,2017,1
progress8,0.002,2,14,256,L3,1.0,1086.0,539.0,547,5762.0,539.0,5762,323,256,1.26171875,3256,969,0.2976044226044226,28,0,14.666672000032577,2017,1
progress4_router,0.002,2,14,256,L3,1.0,1125.0,611.0,514,4949.0,544.0,4949,240,237,1.0126582278481013,2719,715,0.2629643251195292,32,12,15.09857900003908,2017,1
prefilter_exact,0.002,2,17,0,L3,1.0,2017.0,0.0,2017,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.38055999999642154,2017,1
postfilter_hnsw,0.002,2,17,500,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,17,1000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,17,2000,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,17,4000,L3,0.6,,,6,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,17,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,17,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
fixed_c1,0.002,2,17,32,L3,0.7,327.0,245.0,82,678.0,245.0,678,35,35,1.0,347,32,0.09221902017291066,0,0,2.4699590000238913,2017,1
fixed_c2,0.002,2,17,32,L3,0.8,446.0,361.0,85,1265.0,361.0,1265,64,32,2.0,660,35,0.05303030303030303,0,0,2.5456220000137364,2017,1
theory_c,0.002,2,17,32,L3,0.7,327.0,245.0,82,678.0,245.0,678,35,35,1.0,347,32,0.09221902017291066,0,0,2.3168900000030135,2017,1
degree4,0.002,2,17,32,L3,0.7,327.0,245.0,82,678.0,245.0,678,35,35,1.0,347,32,0.09221902017291066,0,0,2.321577000003572,2017,1
degree8,0.002,2,17,32,L3,0.5,341.0,261.0,80,789.0,261.0,789,42,33,1.2727272727272727,400,22,0.055,0,0,2.281054999997423,2017,1
progress4,0.002,2,17,32,L3,0.7,327.0,235.0,92,721.0,235.0,721,33,32,1.03125,404,54,0.13366336633663367,14,0,2.8567979999820636,2017,1
progress8,0.002,2,17,32,L3,0.7,360.0,274.0,86,916.0,274.0,916,42,32,1.3125,506,51,0.1007905138339921,15,0,3.017558999999892,2017,1
progress4_router,0.002,2,17,32,L3,0.7,345.0,259.0,86,756.0,243.0,756,32,31,1.032258064516129,414,53,0.1280193236714976,14,1,2.93197199999895,2017,1
fixed_c1,0.002,2,17,64,L3,0.9,520.0,364.0,156,1252.0,364.0,1252,65,65,1.0,677,76,0.11225997045790251,0,0,4.269602999983135,2017,1
fixed_c2,0.002,2,17,64,L3,1.0,619.0,462.0,157,2488.0,462.0,2488,128,64,2.0,1331,116,0.08715251690458302,0,0,4.7892519999948036,2017,1
theory_c,0.002,2,17,64,L3,0.9,520.0,364.0,156,1252.0,364.0,1252,65,65,1.0,677,76,0.11225997045790251,0,0,4.780078000010235,2017,1
degree4,0.002,2,17,64,L3,0.9,520.0,364.0,156,1252.0,364.0,1252,65,65,1.0,677,76,0.11225997045790251,0,0,4.1947909999748845,2017,1
degree8,0.002,2,17,64,L3,0.9,545.0,384.0,161,1467.0,384.0,1467,77,64,1.203125,785,78,0.09936305732484077,0,0,4.24857199999451,2017,1
progress4,0.002,2,17,64,L3,0.9,527.0,365.0,162,1417.0,365.0,1417,65,64,1.015625,799,118,0.1476846057571965,23,0,5.031083000005765,2017,1
progress8,0.002,2,17,64,L3,0.9,546.0,385.0,161,1653.0,385.0,1653,78,64,1.21875,917,125,0.13631406761177753,22,0,5.180357000000413,2017,1
progress4_router,0.002,2,17,64,L3,0.9,547.0,390.0,157,1452.0,368.0,1452,62,61,1.0163934426229508,793,110,0.13871374527112232,23,2,5.274227000001019,2017,1
fixed_c1,0.002,2,17,128,L3,1.0,738.0,460.0,278,2404.0,460.0,2404,128,128,1.0,1279,237,0.1853010164190774,0,0,7.262454999988677,2017,1
fixed_c2,0.002,2,17,128,L3,1.0,791.0,507.0,284,4861.0,507.0,4861,256,128,2.0,2555,461,0.18043052837573387,0,0,7.857276000009961,2017,1
theory_c,0.002,2,17,128,L3,1.0,738.0,460.0,278,2404.0,460.0,2404,128,128,1.0,1279,237,0.1853010164190774,0,0,7.4142820000133725,2017,1
degree4,0.002,2,17,128,L3,1.0,739.0,461.0,278,2425.0,461.0,2425,129,128,1.0078125,1293,238,0.1840680587780356,0,0,7.232098999992331,2017,1
degree8,0.002,2,17,128,L3,1.0,765.0,481.0,284,2916.0,481.0,2916,156,128,1.21875,1539,258,0.16764132553606237,0,0,7.532018000006246,2017,1
progress4,0.002,2,17,128,L3,1.0,740.0,462.0,278,2673.0,462.0,2673,129,128,1.0078125,1480,307,0.20743243243243242,31,0,8.584734999999455,2017,1
progress8,0.002,2,17,128,L3,1.0,766.0,482.0,284,3148.0,482.0,3148,156,128,1.21875,1711,321,0.18760958503798947,29,0,8.920547999991868,2017,1
progress4_router,0.002,2,17,128,L3,1.0,775.0,500.0,275,2761.0,466.0,2761,124,123,1.008130081300813,1488,287,0.1928763440860215,32,3,8.935610000008865,2017,1
fixed_c1,0.002,2,17,256,L3,1.0,1013.0,514.0,499,4597.0,514.0,4597,256,256,1.0,2457,747,0.304029304029304,0,0,11.52822199998127,2017,1
fixed_c2,0.002,2,17,256,L3,1.0,1029.0,530.0,499,9208.0,530.0,9208,512,256,2.0,4849,1492,0.3076923076923077,0,0,12.613708000003498,2017,1
theory_c,0.002,2,17,256,L3,1.0,1013.0,514.0,499,4597.0,514.0,4597,256,256,1.0,2457,747,0.304029304029304,0,0,11.599809000017558,2017,1
degree4,0.002,2,17,256,L3,1.0,1013.0,514.0,499,4631.0,514.0,4631,258,256,1.0078125,2476,751,0.3033117932148627,0,0,11.600490999995827,2017,1
degree8,0.002,2,17,256,L3,1.0,1018.0,519.0,499,5610.0,519.0,5610,319,256,1.24609375,2970,905,0.3047138047138047,0,0,11.897966000020688,2017,1
progress4,0.002,2,17,256,L3,1.0,1013.0,514.0,499,4919.0,514.0,4919,258,256,1.0078125,2688,829,0.3084077380952381,36,0,13.327725999999984,2017,1
progress8,0.002,2,17,256,L3,1.0,1018.0,519.0,499,5842.0,519.0,5842,319,256,1.24609375,3142,968,0.30808402291534054,29,0,13.609189000021615,2017,1
progress4_router,0.002,2,17,256,L3,1.0,1046.0,553.0,493,5008.0,519.0,5008,253,251,1.0079681274900398,2704,808,0.2988165680473373,36,3,14.109135999973432,2017,1
prefilter_exact,0.002,2,20,0,L3,1.0,2017.0,0.0,2017,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.3908159999923555,2017,1
postfilter_hnsw,0.002,2,20,500,L3,0.0,,,0,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,20,1000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,20,2000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,20,4000,L3,0.6,,,6,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,20,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,20,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
fixed_c1,0.002,2,20,32,L3,1.0,271.0,187.0,84,481.0,187.0,481,33,33,1.0,307,37,0.12052117263843648,0,0,2.3275350000062645,2017,1
fixed_c2,0.002,2,20,32,L3,1.0,351.0,267.0,84,956.0,267.0,956,64,32,2.0,574,57,0.09930313588850175,0,0,2.4942340000109198,2017,1
theory_c,0.002,2,20,32,L3,1.0,271.0,187.0,84,481.0,187.0,481,33,33,1.0,307,37,0.12052117263843648,0,0,2.2659529999771166,2017,1
degree4,0.002,2,20,32,L3,1.0,271.0,187.0,84,481.0,187.0,481,33,33,1.0,307,37,0.12052117263843648,0,0,2.1952979999753097,2017,1
degree8,0.002,2,20,32,L3,1.0,288.0,204.0,84,600.0,204.0,600,42,32,1.3125,374,39,0.10427807486631016,0,0,2.2246209999821076,2017,1
progress4,0.002,2,20,32,L3,1.0,272.0,188.0,84,598.0,188.0,598,32,32,1.0,398,65,0.16331658291457288,17,0,2.829496999993353,2017,1
progress8,0.002,2,20,32,L3,1.0,299.0,215.0,84,729.0,215.0,729,43,32,1.34375,473,68,0.14376321353065538,14,0,2.828856000007818,2017,1
progress4_router,0.002,2,20,32,L3,0.9,279.0,197.0,82,612.0,192.0,612,30,30,1.0,399,62,0.15538847117794485,17,1,2.9373179999936383,2017,1
fixed_c1,0.002,2,20,64,L3,1.0,426.0,287.0,139,1001.0,287.0,1001,64,64,1.0,630,100,0.15873015873015872,0,0,4.126848999987942,2017,1
fixed_c2,0.002,2,20,64,L3,1.0,494.0,355.0,139,2023.0,355.0,2023,128,64,2.0,1230,196,0.15934959349593497,0,0,4.673738999969146,2017,1
theory_c,0.002,2,20,64,L3,1.0,426.0,287.0,139,1001.0,287.0,1001,64,64,1.0,630,100,0.15873015873015872,0,0,3.9701050000076066,2017,1
degree4,0.002,2,20,64,L3,1.0,426.0,287.0,139,1001.0,287.0,1001,64,64,1.0,630,100,0.15873015873015872,0,0,4.0155230000209485,2017,1
degree8,0.002,2,20,64,L3,1.0,445.0,306.0,139,1244.0,306.0,1244,81,64,1.265625,776,123,0.15850515463917525,0,0,4.149623999978758,2017,1
progress4,0.002,2,20,64,L3,1.0,426.0,287.0,139,1153.0,287.0,1153,64,64,1.0,752,146,0.19414893617021275,19,0,4.765306000024339,2017,1
progress8,0.002,2,20,64,L3,1.0,445.0,306.0,139,1372.0,306.0,1372,81,64,1.265625,881,160,0.18161180476730987,16,0,4.7882810000032805,2017,1
progress4_router,0.002,2,20,64,L3,1.0,426.0,289.0,137,1148.0,284.0,1148,62,62,1.0,743,139,0.18707940780619112,18,1,4.934819999988349,2017,1
fixed_c1,0.002,2,20,128,L3,1.0,684.0,406.0,278,2133.0,406.0,2133,128,128,1.0,1292,304,0.23529411764705882,0,0,7.2469519999742715,2017,1
fixed_c2,0.002,2,20,128,L3,1.0,737.0,459.0,278,4253.0,459.0,4253,256,128,2.0,2517,574,0.2280492649980135,0,0,8.256633000002012,2017,1
theory_c,0.002,2,20,128,L3,1.0,684.0,406.0,278,2133.0,406.0,2133,128,128,1.0,1292,304,0.23529411764705882,0,0,7.293070000031321,2017,1
degree4,0.002,2,20,128,L3,1.0,684.0,406.0,278,2133.0,406.0,2133,128,128,1.0,1292,304,0.23529411764705882,0,0,7.261804000023631,2017,1
degree8,0.002,2,20,128,L3,1.0,695.0,417.0,278,2522.0,417.0,2522,154,128,1.203125,1521,349,0.2294543063773833,0,0,7.404037000014796,2017,1
progress4,0.002,2,20,128,L3,1.0,684.0,406.0,278,2293.0,406.0,2293,128,128,1.0,1417,352,0.24841213832039521,20,0,8.622451999997338,2017,1
progress8,0.002,2,20,128,L3,1.0,695.0,417.0,278,2658.0,417.0,2658,154,128,1.203125,1629,388,0.238182934315531,17,0,8.55958799999712,2017,1
progress4_router,0.002,2,20,128,L3,1.0,685.0,412.0,273,2305.0,407.0,2305,126,126,1.0,1419,340,0.23960535588442566,20,1,8.59265700000833,2017,1
fixed_c1,0.002,2,20,256,L3,1.0,1051.0,511.0,540,4357.0,511.0,4357,256,256,1.0,2598,837,0.32217090069284066,0,0,12.75772400001074,2017,1
fixed_c2,0.002,2,20,256,L3,1.0,1084.0,544.0,540,8747.0,544.0,8747,512,256,2.0,5130,1663,0.32417153996101367,0,0,14.607584000003726,2017,1
theory_c,0.002,2,20,256,L3,1.0,1051.0,511.0,540,4357.0,511.0,4357,256,256,1.0,2598,837,0.32217090069284066,0,0,12.60642700000858,2017,1
degree4,0.002,2,20,256,L3,1.0,1051.0,511.0,540,4357.0,511.0,4357,256,256,1.0,2598,837,0.32217090069284066,0,0,12.712026000002652,2017,1
degree8,0.002,2,20,256,L3,1.0,1063.0,523.0,540,5142.0,523.0,5142,305,256,1.19140625,3059,987,0.32265446224256294,0,0,13.096531000002187,2017,1
progress4,0.002,2,20,256,L3,1.0,1051.0,511.0,540,4525.0,511.0,4525,256,256,1.0,2729,888,0.3253939171857823,21,0,14.135597000006328,2017,1
progress8,0.002,2,20,256,L3,1.0,1063.0,523.0,540,5286.0,523.0,5286,305,256,1.19140625,3173,1029,0.32429877087929404,18,0,14.398610999990069,2017,1
progress4_router,0.002,2,20,256,L3,1.0,1055.0,518.0,537,4542.0,513.0,4542,254,254,1.0,2734,882,0.32260424286759326,21,1,14.917148000023417,2017,1
prefilter_exact,0.002,2,23,0,L3,1.0,2017.0,0.0,2017,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.40689899998369583,2017,1
postfilter_hnsw,0.002,2,23,500,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,23,1000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,23,2000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,23,4000,L3,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,23,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
postfilter_hnsw,0.002,2,23,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2017,1
fixed_c1,0.002,2,23,32,L3,0.5,312.0,222.0,90,543.0,222.0,543,33,33,1.0,326,37,0.11349693251533742,0,0,2.3771300000134943,2017,1
fixed_c2,0.002,2,23,32,L3,0.7,392.0,312.0,80,1015.0,312.0,1015,66,33,2.0,598,48,0.0802675585284281,0,0,2.6235290000045097,2017,1
theory_c,0.002,2,23,32,L3,0.5,312.0,222.0,90,543.0,222.0,543,33,33,1.0,326,37,0.11349693251533742,0,0,2.2153179999975237,2017,1
degree4,0.002,2,23,32,L3,0.5,312.0,222.0,90,543.0,222.0,543,33,33,1.0,326,37,0.11349693251533742,0,0,2.191682000017181,2017,1
degree8,0.002,2,23,32,L3,0.6,369.0,268.0,101,708.0,268.0,708,43,34,1.2647058823529411,434,43,0.09907834101382489,0,0,2.318693000006533,2017,1
progress4,0.002,2,23,32,L3,0.7,328.0,238.0,90,667.0,238.0,667,33,33,1.0,441,62,0.14058956916099774,19,0,2.9438369999752467,2017,1
progress8,0.002,2,23,32,L3,0.7,358.0,269.0,89,789.0,269.0,789,43,33,1.303030303030303,517,65,0.12572533849129594,17,0,3.000541999995221,2017,1
progress4_router,0.002,2,23,32,L3,0.7,322.0,239.0,83,665.0,234.0,665,29,29,1.0,427,53,0.12412177985948478,18,2,3.031289999995579,2017,1
fixed_c1,0.002,2,23,64,L3,1.0,497.0,325.0,172,1056.0,325.0,1056,65,65,1.0,638,92,0.14420062695924765,0,0,4.066398999981402,2017,1
fixed_c2,0.002,2,23,64,L3,1.0,581.0,413.0,168,2120.0,413.0,2120,130,65,2.0,1252,150,0.11980830670926518,0,0,4.835450000001629,2017,1
theory_c,0.002,2,23,64,L3,1.0,497.0,325.0,172,1056.0,325.0,1056,65,65,1.0,638,92,0.14420062695924765,0,0,4.2261080000116635,2017,1
degree4,0.002,2,23,64,L3,1.0,497.0,325.0,172,1056.0,325.0,1056,65,65,1.0,638,92,0.14420062695924765,0,0,4.151295000013988,2017,1
degree8,0.002,2,23,64,L3,1.0,528.0,356.0,172,1325.0,356.0,1325,82,65,1.2615384615384615,803,106,0.1320049813200498,0,0,4.26777999996375,2017,1
progress4,0.002,2,23,64,L3,1.0,501.0,329.0,172,1248.0,329.0,1248,65,65,1.0,796,142,0.17839195979899497,24,0,5.0833519999855525,2017,1
progress8,0.002,2,23,64,L3,1.0,531.0,359.0,172,1485.0,359.0,1485,82,65,1.2615384615384615,936,146,0.15598290598290598,20,0,5.112835000005589,2017,1
progress4_router,0.002,2,23,64,L3,1.0,505.0,342.0,163,1268.0,331.0,1268,61,61,1.0,785,128,0.16305732484076432,24,3,5.3167320000113705,2017,1
fixed_c1,0.002,2,23,128,L3,1.0,735.0,430.0,305,2133.0,430.0,2133,129,129,1.0,1272,268,0.21069182389937108,0,0,7.568163999991384,2017,1
fixed_c2,0.002,2,23,128,L3,1.0,808.0,504.0,304,4302.0,504.0,4302,258,129,2.0,2542,492,0.1935483870967742,0,0,8.37238700000853,2017,1
theory_c,0.002,2,23,128,L3,1.0,735.0,430.0,305,2133.0,430.0,2133,129,129,1.0,1272,268,0.21069182389937108,0,0,7.612649999998666,2017,1
degree4,0.002,2,23,128,L3,1.0,735.0,430.0,305,2133.0,430.0,2133,129,129,1.0,1272,268,0.21069182389937108,0,0,7.548544000002266,2017,1
degree8,0.002,2,23,128,L3,1.0,759.0,453.0,306,2558.0,453.0,2558,156,129,1.2093023255813953,1529,307,0.20078482668410727,0,0,7.597626999995555,2017,1
progress4,0.002,2,23,128,L3,1.0,735.0,430.0,305,2357.0,430.0,2357,129,129,1.0,1455,328,0.22542955326460482,28,0,8.824193000009473,2017,1
progress8,0.002,2,23,128,L3,1.0,759.0,453.0,306,2750.0,453.0,2750,156,129,1.2093023255813953,1687,357,0.21161825726141079,24,0,8.797454000045946,2017,1
progress4_router,0.002,2,23,128,L3,1.0,740.0,444.0,296,2381.0,433.0,2381,124,124,1.0,1451,309,0.2129565816678153,28,3,9.29610900001876,2017,1
fixed_c1,0.002,2,23,256,L3,1.0,1090.0,526.0,564,4436.0,526.0,4436,257,257,1.0,2670,831,0.3112359550561798,0,0,13.01138400000923,2017,1
fixed_c2,0.002,2,23,256,L3,1.0,1118.0,554.0,564,8905.0,554.0,8905,514,257,2.0,5246,1632,0.31109416698436904,0,0,14.07796099999814,2017,1
theory_c,0.002,2,23,256,L3,1.0,1090.0,526.0,564,4436.0,526.0,4436,257,257,1.0,2670,831,0.3112359550561798,0,0,12.975640000036037,2017,1
