method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
theory_c,0.003,2,11,256,L3,1.0,1349.0,659.0,690,4588.0,659.0,4588,256,256,1.0,3176,771,0.24275818639798488,0,0,12.904883000004475,2897,1
degree4,0.003,2,11,256,L3,1.0,1349.0,659.0,690,4588.0,659.0,4588,256,256,1.0,3176,771,0.24275818639798488,0,0,12.955688999994663,2897,1
degree8,0.003,2,11,256,L3,1.0,1350.0,660.0,690,4813.0,660.0,4813,269,256,1.05078125,3328,811,0.24368990384615385,0,0,13.092261999986476,2897,1
progress4,0.003,2,11,256,L3,1.0,1349.0,659.0,690,4788.0,659.0,4788,256,256,1.0,3364,831,0.24702734839476814,25,0,14.735142000006363,2897,1
progress8,0.003,2,11,256,L3,1.0,1350.0,660.0,690,4997.0,660.0,4997,269,256,1.05078125,3501,867,0.24764353041988005,23,0,14.657217000006995,2897,1
progress4_router,0.003,2,11,256,L3,1.0,1364.0,689.0,675,4864.0,671.0,4864,248,248,1.0,3365,792,0.23536404160475483,26,5,15.543152999981658,2897,1
prefilter_exact,0.003,2,14,0,L3,1.0,2897.0,0.0,2897,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.4240449999883822,2897,1
postfilter_hnsw,0.003,2,14,500,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,14,1000,L3,0.5,,,5,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,14,2000,L3,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,14,4000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,14,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,14,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
fixed_c1,0.003,2,14,32,L3,0.6,359.0,277.0,82,586.0,277.0,586,34,34,1.0,403,32,0.0794044665012407,0,0,2.461404999991146,2897,1
fixed_c2,0.003,2,14,32,L3,0.8,466.0,388.0,78,1137.0,388.0,1137,64,32,2.0,734,37,0.05040871934604905,0,0,2.650087999995776,2897,1
theory_c,0.003,2,14,32,L3,0.6,359.0,277.0,82,586.0,277.0,586,34,34,1.0,403,32,0.0794044665012407,0,0,2.3117120000222258,2897,1
degree4,0.003,2,14,32,L3,0.6,359.0,277.0,82,586.0,277.0,586,34,34,1.0,403,32,0.0794044665012407,0,0,2.2999430000254506,2897,1
degree8,0.003,2,14,32,L3,0.7,380.0,298.0,82,702.0,298.0,702,41,38,1.0789473684210527,476,35,0.07352941176470588,0,0,2.571759999995038,2897,1
progress4,0.003,2,14,32,L3,0.6,366.0,290.0,76,690.0,290.0,690,32,32,1.0,481,34,0.07068607068607069,17,0,3.0684950000079425,2897,1
progress8,0.003,2,14,32,L3,0.6,371.0,295.0,76,711.0,295.0,711,33,32,1.03125,496,34,0.06854838709677419,17,0,3.014825000008159,2897,1
progress4_router,0.003,2,14,32,L3,0.7,398.0,325.0,73,795.0,300.0,795,28,28,1.0,477,29,0.06079664570230608,17,6,3.3518790000073295,2897,1
fixed_c1,0.003,2,14,64,L3,0.8,552.0,394.0,158,1110.0,394.0,1110,65,65,1.0,748,74,0.09893048128342247,0,0,4.245797999999468,2897,1
fixed_c2,0.003,2,14,64,L3,0.9,646.0,489.0,157,2191.0,489.0,2191,128,64,2.0,1425,114,0.08,0,0,4.632386999986693,2897,1
theory_c,0.003,2,14,64,L3,0.8,552.0,394.0,158,1110.0,394.0,1110,65,65,1.0,748,74,0.09893048128342247,0,0,4.237695000000485,2897,1
degree4,0.003,2,14,64,L3,0.8,552.0,394.0,158,1110.0,394.0,1110,65,65,1.0,748,74,0.09893048128342247,0,0,4.258757000002333,2897,1
degree8,0.003,2,14,64,L3,0.8,540.0,390.0,150,1159.0,390.0,1159,70,64,1.09375,774,71,0.0917312661498708,0,0,4.287849999997206,2897,1
progress4,0.003,2,14,64,L3,0.9,561.0,405.0,156,1324.0,405.0,1324,64,64,1.0,922,98,0.10629067245119306,29,0,5.400976000004221,2897,1
progress8,0.003,2,14,64,L3,0.9,583.0,426.0,157,1428.0,426.0,1428,72,65,1.1076923076923078,985,95,0.09644670050761421,27,0,5.529749999993783,2897,1
progress4_router,0.003,2,14,64,L3,0.9,598.0,451.0,147,1455.0,422.0,1455,58,58,1.0,916,83,0.0906113537117904,28,7,5.934936000016933,2897,1
fixed_c1,0.003,2,14,128,L3,0.8,849.0,521.0,328,2191.0,521.0,2191,128,128,1.0,1474,224,0.1519674355495251,0,0,7.689002999995864,2897,1
fixed_c2,0.003,2,14,128,L3,1.0,913.0,591.0,322,4357.0,591.0,4357,256,128,2.0,2883,444,0.15400624349635797,0,0,8.614960000016936,2897,1
theory_c,0.003,2,14,128,L3,0.8,849.0,521.0,328,2191.0,521.0,2191,128,128,1.0,1474,224,0.1519674355495251,0,0,7.920229000006884,2897,1
degree4,0.003,2,14,128,L3,0.8,849.0,521.0,328,2191.0,521.0,2191,128,128,1.0,1474,224,0.1519674355495251,0,0,7.694901000007803,2897,1
degree8,0.003,2,14,128,L3,0.8,855.0,532.0,323,2337.0,532.0,2337,138,128,1.078125,1568,235,0.14987244897959184,0,0,7.830524000013384,2897,1
progress4,0.003,2,14,128,L3,1.0,854.0,532.0,322,2485.0,532.0,2485,128,128,1.0,1703,269,0.15795654726952438,36,0,9.37765999998419,2897,1
progress8,0.003,2,14,128,L3,1.0,859.0,537.0,322,2596.0,537.0,2596,138,128,1.078125,1774,273,0.15388951521984218,32,0,9.273976000002904,2897,1
progress4_router,0.003,2,14,128,L3,1.0,864.0,576.0,288,2662.0,542.0,2662,117,116,1.0086206896551724,1699,230,0.1353737492642731,36,8,9.95721900000035,2897,1
fixed_c1,0.003,2,14,256,L3,1.0,1269.0,622.0,647,4376.0,622.0,4376,256,256,1.0,2936,785,0.2673705722070845,0,0,13.49523700000077,2897,1
fixed_c2,0.003,2,14,256,L3,1.0,1314.0,667.0,647,8732.0,667.0,8732,512,256,2.0,5807,1540,0.26519717582228347,0,0,14.572147999984963,2897,1
theory_c,0.003,2,14,256,L3,1.0,1269.0,622.0,647,4376.0,622.0,4376,256,256,1.0,2936,785,0.2673705722070845,0,0,12.968989000000875,2897,1
degree4,0.003,2,14,256,L3,1.0,1269.0,622.0,647,4391.0,622.0,4391,257,256,1.00390625,2946,786,0.2668024439918534,0,0,13.286233000002312,2897,1
degree8,0.003,2,14,256,L3,1.0,1271.0,624.0,647,4692.0,624.0,4692,278,256,1.0859375,3150,846,0.26857142857142857,0,0,12.899884999995948,2897,1
progress4,0.003,2,14,256,L3,1.0,1269.0,622.0,647,4695.0,622.0,4695,257,256,1.00390625,3188,843,0.26442910915934753,38,0,14.753159000008509,2897,1
progress8,0.003,2,14,256,L3,1.0,1271.0,624.0,647,4956.0,624.0,4956,278,256,1.0859375,3364,890,0.26456599286563615,33,0,14.821942999986959,2897,1
progress4_router,0.003,2,14,256,L3,1.0,1282.0,667.0,615,4908.0,633.0,4908,243,242,1.0041322314049588,3207,773,0.24103523542251326,38,8,15.690643999988652,2897,1
prefilter_exact,0.003,2,17,0,L3,1.0,2897.0,0.0,2897,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.46411499999976513,2897,1
postfilter_hnsw,0.003,2,17,500,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,17,1000,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,17,2000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,17,4000,L3,0.9,,,9,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,17,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,17,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
fixed_c1,0.003,2,17,32,L3,0.6,429.0,303.0,126,723.0,303.0,723,38,38,1.0,440,37,0.08409090909090909,0,0,2.8132429999914166,2897,1
fixed_c2,0.003,2,17,32,L3,0.6,518.0,410.0,108,1309.0,410.0,1309,66,33,2.0,777,36,0.04633204633204633,0,0,2.644610000004377,2897,1
theory_c,0.003,2,17,32,L3,0.6,429.0,303.0,126,723.0,303.0,723,38,38,1.0,440,37,0.08409090909090909,0,0,2.5527319999696374,2897,1
degree4,0.003,2,17,32,L3,0.6,429.0,303.0,126,723.0,303.0,723,38,38,1.0,440,37,0.08409090909090909,0,0,2.5241790000052333,2897,1
degree8,0.003,2,17,32,L3,0.8,443.0,322.0,121,778.0,322.0,778,42,36,1.1666666666666667,469,33,0.07036247334754797,0,0,2.4475840000093285,2897,1
progress4,0.003,2,17,32,L3,0.7,397.0,286.0,111,732.0,286.0,732,32,32,1.0,496,72,0.14516129032258066,19,0,3.0091559999902984,2897,1
progress8,0.003,2,17,32,L3,0.7,418.0,309.0,109,808.0,309.0,808,36,32,1.125,535,68,0.12710280373831775,18,0,3.001884000013888,2897,1
progress4_router,0.003,2,17,32,L3,0.7,406.0,295.0,111,757.0,288.0,757,32,32,1.0,496,72,0.14516129032258066,19,1,3.1456910000144944,2897,1
fixed_c1,0.003,2,17,64,L3,0.8,622.0,408.0,214,1203.0,408.0,1203,64,64,1.0,726,71,0.09779614325068871,0,0,4.2444160000343345,2897,1
fixed_c2,0.003,2,17,64,L3,0.8,742.0,528.0,214,2490.0,528.0,2490,128,64,2.0,1505,117,0.07774086378737542,0,0,4.849701000011919,2897,1
theory_c,0.003,2,17,64,L3,0.8,622.0,408.0,214,1203.0,408.0,1203,64,64,1.0,726,71,0.09779614325068871,0,0,4.234609999997474,2897,1
degree4,0.003,2,17,64,L3,0.8,622.0,408.0,214,1203.0,408.0,1203,64,64,1.0,726,71,0.09779614325068871,0,0,4.194200000000592,2897,1
degree8,0.003,2,17,64,L3,0.8,654.0,437.0,217,1351.0,437.0,1351,73,64,1.140625,821,74,0.09013398294762484,0,0,4.23777400001768,2897,1
progress4,0.003,2,17,64,L3,0.8,650.0,432.0,218,1458.0,432.0,1458,64,64,1.0,947,139,0.146779303062302,32,0,5.735337999993817,2897,1
progress8,0.003,2,17,64,L3,0.8,663.0,450.0,213,1553.0,450.0,1553,72,64,1.125,1006,136,0.13518886679920478,27,0,5.48515299999508,2897,1
progress4_router,0.003,2,17,64,L3,0.8,657.0,460.0,197,1565.0,439.0,1565,62,62,1.0,979,137,0.13993871297242083,34,3,5.978702000021485,2897,1
fixed_c1,0.003,2,17,128,L3,0.9,891.0,524.0,367,2409.0,524.0,2409,129,129,1.0,1479,237,0.16024340770791076,0,0,7.891757999999527,2897,1
fixed_c2,0.003,2,17,128,L3,0.9,944.0,578.0,366,4845.0,578.0,4845,256,128,2.0,2926,470,0.16062884483937115,0,0,8.219076000017367,2897,1
theory_c,0.003,2,17,128,L3,0.9,891.0,524.0,367,2409.0,524.0,2409,129,129,1.0,1479,237,0.16024340770791076,0,0,7.735472999996773,2897,1
degree4,0.003,2,17,128,L3,0.9,891.0,524.0,367,2409.0,524.0,2409,129,129,1.0,1479,237,0.16024340770791076,0,0,7.737285000018801,2897,1
degree8,0.003,2,17,128,L3,0.9,901.0,535.0,366,2577.0,535.0,2577,139,128,1.0859375,1595,249,0.1561128526645768,0,0,7.8600989999983994,2897,1
progress4,0.003,2,17,128,L3,0.9,891.0,527.0,364,2694.0,527.0,2694,128,128,1.0,1720,334,0.1941860465116279,38,0,9.321596999996018,2897,1
progress8,0.003,2,17,128,L3,0.9,902.0,536.0,366,2837.0,536.0,2837,139,128,1.0859375,1810,339,0.18729281767955802,33,0,9.150561000012658,2897,1
progress4_router,0.003,2,17,128,L3,0.9,913.0,554.0,359,2734.0,533.0,2734,124,124,1.0,1707,313,0.1833626244874048,38,3,9.820914999977504,2897,1
fixed_c1,0.003,2,17,256,L3,1.0,1245.0,579.0,666,4648.0,579.0,4648,256,256,1.0,2931,811,0.2766973729102695,0,0,12.179266000003963,2897,1
fixed_c2,0.003,2,17,256,L3,1.0,1265.0,599.0,666,9285.0,599.0,9285,512,256,2.0,5692,1575,0.2767041461700632,0,0,12.939394000028415,2897,1
theory_c,0.003,2,17,256,L3,1.0,1245.0,579.0,666,4648.0,579.0,4648,256,256,1.0,2931,811,0.2766973729102695,0,0,12.01217599998472,2897,1
degree4,0.003,2,17,256,L3,1.0,1245.0,579.0,666,4648.0,579.0,4648,256,256,1.0,2931,811,0.2766973729102695,0,0,11.965395999993689,2897,1
degree8,0.003,2,17,256,L3,1.0,1247.0,581.0,666,4962.0,581.0,4962,275,256,1.07421875,3132,856,0.27330779054916987,0,0,12.029350999995359,2897,1
progress4,0.003,2,17,256,L3,1.0,1245.0,579.0,666,4960.0,579.0,4960,256,256,1.0,3186,919,0.2884494664155681,39,0,13.943819000019175,2897,1
progress8,0.003,2,17,256,L3,1.0,1247.0,581.0,666,5226.0,581.0,5226,275,256,1.07421875,3351,951,0.2837958818263205,33,0,13.732382000000598,2897,1
progress4_router,0.003,2,17,256,L3,1.0,1262.0,605.0,657,5016.0,584.0,5016,250,250,1.0,3185,890,0.2794348508634223,39,3,14.774502000022949,2897,1
prefilter_exact,0.003,2,20,0,L3,1.0,2897.0,0.0,2897,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.4284810000001471,2897,1
postfilter_hnsw,0.003,2,20,500,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,20,1000,L3,0.5,,,5,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,20,2000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,20,4000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,20,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,20,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
fixed_c1,0.003,2,20,32,L3,0.9,306.0,203.0,103,475.0,203.0,475,33,33,1.0,361,48,0.1329639889196676,0,0,2.3181109999939054,2897,1
fixed_c2,0.003,2,20,32,L3,1.0,406.0,303.0,103,927.0,303.0,927,64,32,2.0,683,68,0.09956076134699854,0,0,2.520944999986341,2897,1
theory_c,0.003,2,20,32,L3,0.9,306.0,203.0,103,475.0,203.0,475,33,33,1.0,361,48,0.1329639889196676,0,0,2.119082000007211,2897,1
degree4,0.003,2,20,32,L3,0.9,306.0,203.0,103,475.0,203.0,475,33,33,1.0,361,48,0.1329639889196676,0,0,2.1054739999897265,2897,1
degree8,0.003,2,20,32,L3,1.0,321.0,212.0,109,509.0,212.0,509,36,33,1.0909090909090908,388,50,0.12886597938144329,0,0,2.1927429999948345,2897,1
progress4,0.003,2,20,32,L3,1.0,309.0,204.0,105,564.0,204.0,564,32,32,1.0,447,65,0.14541387024608501,13,0,2.6950949999786644,2897,1
progress8,0.003,2,20,32,L3,1.0,318.0,213.0,105,602.0,213.0,602,35,32,1.09375,476,70,0.14705882352941177,13,0,2.7367170000047736,2897,1
progress4_router,0.003,2,20,32,L3,1.0,311.0,209.0,102,570.0,207.0,570,31,31,1.0,442,64,0.14479638009049775,13,1,2.857559000005949,2897,1
fixed_c1,0.003,2,20,64,L3,1.0,505.0,317.0,188,981.0,317.0,981,64,64,1.0,735,124,0.16870748299319727,0,0,4.027440999976761,2897,1
fixed_c2,0.003,2,20,64,L3,1.0,592.0,404.0,188,1976.0,404.0,1976,128,64,2.0,1426,223,0.15638148667601684,0,0,5.485794999998461,2897,1
theory_c,0.003,2,20,64,L3,1.0,505.0,317.0,188,981.0,317.0,981,64,64,1.0,735,124,0.16870748299319727,0,0,4.0443250000237185,2897,1
degree4,0.003,2,20,64,L3,1.0,505.0,317.0,188,981.0,317.0,981,64,64,1.0,735,124,0.16870748299319727,0,0,3.951086000029136,2897,1
degree8,0.003,2,20,64,L3,1.0,519.0,331.0,188,1069.0,331.0,1069,70,64,1.09375,799,133,0.16645807259073842,0,0,4.0562930000191955,2897,1
progress4,0.003,2,20,64,L3,1.0,505.0,317.0,188,1093.0,317.0,1093,64,64,1.0,838,158,0.18854415274463007,14,0,4.690273000022671,2897,1
progress8,0.003,2,20,64,L3,1.0,519.0,331.0,188,1181.0,331.0,1181,70,64,1.09375,902,167,0.18514412416851442,14,0,4.715621000030978,2897,1
progress4_router,0.003,2,20,64,L3,1.0,507.0,320.0,187,1103.0,318.0,1103,63,63,1.0,835,154,0.1844311377245509,14,1,4.853227000012339,2897,1
fixed_c1,0.003,2,20,128,L3,1.0,817.0,476.0,341,2072.0,476.0,2072,128,128,1.0,1526,330,0.2162516382699869,0,0,7.691647000001467,2897,1
fixed_c2,0.003,2,20,128,L3,1.0,883.0,542.0,341,4171.0,542.0,4171,256,128,2.0,2999,639,0.21307102367455819,0,0,8.779416000010087,2897,1
theory_c,0.003,2,20,128,L3,1.0,817.0,476.0,341,2072.0,476.0,2072,128,128,1.0,1526,330,0.2162516382699869,0,0,7.776253000002953,2897,1
degree4,0.003,2,20,128,L3,1.0,817.0,476.0,341,2072.0,476.0,2072,128,128,1.0,1526,330,0.2162516382699869,0,0,7.691656000019975,2897,1
degree8,0.003,2,20,128,L3,1.0,824.0,483.0,341,2196.0,483.0,2196,137,128,1.0703125,1615,352,0.21795665634674924,0,0,7.831355999996958,2897,1
progress4,0.003,2,20,128,L3,1.0,818.0,477.0,341,2200.0,477.0,2200,128,128,1.0,1642,367,0.22350791717417784,16,0,8.70024599998942,2897,1
progress8,0.003,2,20,128,L3,1.0,825.0,484.0,341,2324.0,484.0,2324,137,128,1.0703125,1731,389,0.2247255921432698,16,0,8.764003000010234,2897,1
progress4_router,0.003,2,20,128,L3,1.0,806.0,475.0,331,2194.0,473.0,2194,126,126,1.0,1638,361,0.22039072039072038,15,1,8.959175000029518,2897,1
fixed_c1,0.003,2,20,256,L3,1.0,1248.0,605.0,643,4244.0,605.0,4244,256,256,1.0,3051,915,0.2999016715830875,0,0,13.643218999987994,2897,1
fixed_c2,0.003,2,20,256,L3,1.0,1286.0,643.0,643,8560.0,643.0,8560,512,256,2.0,6005,1824,0.3037468776019983,0,0,15.294099999977107,2897,1
theory_c,0.003,2,20,256,L3,1.0,1248.0,605.0,643,4244.0,605.0,4244,256,256,1.0,3051,915,0.2999016715830875,0,0,13.589016999986825,2897,1
degree4,0.003,2,20,256,L3,1.0,1248.0,605.0,643,4244.0,605.0,4244,256,256,1.0,3051,915,0.2999016715830875,0,0,13.51426499999775,2897,1
degree8,0.003,2,20,256,L3,1.0,1251.0,608.0,643,4574.0,608.0,4574,278,256,1.0859375,3290,1010,0.3069908814589666,0,0,13.720464000016364,2897,1
progress4,0.003,2,20,256,L3,1.0,1249.0,606.0,643,4380.0,606.0,4380,256,256,1.0,3174,953,0.3002520478890989,17,0,15.063464999997223,2897,1
progress8,0.003,2,20,256,L3,1.0,1252.0,609.0,643,4702.0,609.0,4702,278,256,1.0859375,3406,1047,0.30739870816206694,16,0,15.122552000008227,2897,1
progress4_router,0.003,2,20,256,L3,1.0,1246.0,608.0,638,4392.0,606.0,4392,254,254,1.0,3174,944,0.297416509136736,17,1,15.690203999980668,2897,1
prefilter_exact,0.003,2,23,0,L3,1.0,2897.0,0.0,2897,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.4133989999957066,2897,1
postfilter_hnsw,0.003,2,23,500,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,23,1000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,23,2000,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,23,4000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,23,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,23,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
fixed_c1,0.003,2,23,32,L3,0.6,375.0,268.0,107,546.0,268.0,546,36,36,1.0,420,36,0.08571428571428572,0,0,2.5763679999784017,2897,1
fixed_c2,0.003,2,23,32,L3,0.7,501.0,381.0,120,1029.0,381.0,1029,64,32,2.0,737,45,0.06105834464043419,0,0,2.5930529999982355,2897,1
theory_c,0.003,2,23,32,L3,0.6,375.0,268.0,107,546.0,268.0,546,36,36,1.0,420,36,0.08571428571428572,0,0,2.419412000023158,2897,1
degree4,0.003,2,23,32,L3,0.6,375.0,268.0,107,546.0,268.0,546,36,36,1.0,420,36,0.08571428571428572,0,0,2.3913899999854493,2897,1
degree8,0.003,2,23,32,L3,0.7,393.0,276.0,117,557.0,276.0,557,36,33,1.0909090909090908,422,30,0.07109004739336493,0,0,2.2459730000150557,2897,1
progress4,0.003,2,23,32,L3,0.7,388.0,269.0,119,640.0,269.0,640,32,32,1.0,503,48,0.09542743538767395,17,0,3.02283600001374,2897,1
progress8,0.003,2,23,32,L3,0.7,391.0,272.0,119,654.0,272.0,654,34,32,1.0625,510,48,0.09411764705882353,16,0,2.9617950000044857,2897,1
progress4_router,0.003,2,23,32,L3,0.7,397.0,278.0,119,682.0,275.0,682,32,32,1.0,503,48,0.09542743538767395,17,3,3.278658999988693,2897,1
fixed_c1,0.003,2,23,64,L3,0.8,599.0,385.0,214,1057.0,385.0,1057,65,65,1.0,783,96,0.12260536398467432,0,0,4.204415999993216,2897,1
fixed_c2,0.003,2,23,64,L3,0.9,698.0,487.0,211,2115.0,487.0,2115,128,64,2.0,1515,166,0.10957095709570958,0,0,4.673007000008056,2897,1
theory_c,0.003,2,23,64,L3,0.8,599.0,385.0,214,1057.0,385.0,1057,65,65,1.0,783,96,0.12260536398467432,0,0,4.158545999985108,2897,1
degree4,0.003,2,23,64,L3,0.8,599.0,385.0,214,1057.0,385.0,1057,65,65,1.0,783,96,0.12260536398467432,0,0,4.128130999987434,2897,1
degree8,0.003,2,23,64,L3,0.8,603.0,389.0,214,1105.0,389.0,1105,69,65,1.0615384615384615,817,102,0.12484700122399021,0,0,4.30054899999277,2897,1
progress4,0.003,2,23,64,L3,0.9,595.0,381.0,214,1203.0,381.0,1203,64,64,1.0,914,124,0.13566739606126915,21,0,5.20147800000359,2897,1
progress8,0.003,2,23,64,L3,0.9,599.0,385.0,214,1243.0,385.0,1243,68,64,1.0625,940,128,0.13617021276595745,20,0,5.069891999994525,2897,1
progress4_router,0.003,2,23,64,L3,0.9,600.0,391.0,209,1240.0,388.0,1240,62,62,1.0,915,119,0.13005464480874318,21,3,5.5460140000320735,2897,1
fixed_c1,0.003,2,23,128,L3,1.0,893.0,516.0,377,2097.0,516.0,2097,128,128,1.0,1549,289,0.18657198192382182,0,0,7.676505000006273,2897,1
fixed_c2,0.003,2,23,128,L3,1.0,954.0,580.0,374,4226.0,580.0,4226,256,128,2.0,3021,548,0.18139688844753393,0,0,8.36635699999988,2897,1
theory_c,0.003,2,23,128,L3,1.0,893.0,516.0,377,2097.0,516.0,2097,128,128,1.0,1549,289,0.18657198192382182,0,0,7.667370999996592,2897,1
degree4,0.003,2,23,128,L3,1.0,893.0,516.0,377,2097.0,516.0,2097,128,128,1.0,1549,289,0.18657198192382182,0,0,7.796424000019897,2897,1
degree8,0.003,2,23,128,L3,1.0,895.0,518.0,377,2171.0,518.0,2171,134,128,1.046875,1604,300,0.18703241895261846,0,0,7.669953999993595,2897,1
progress4,0.003,2,23,128,L3,1.0,893.0,516.0,377,2305.0,516.0,2305,128,128,1.0,1735,337,0.19423631123919308,26,0,8.940446999986307,2897,1
progress8,0.003,2,23,128,L3,1.0,895.0,518.0,377,2371.0,518.0,2371,134,128,1.046875,1782,346,0.1941638608305275,25,0,8.927506000020458,2897,1
progress4_router,0.003,2,23,128,L3,1.0,889.0,526.0,363,2333.0,523.0,2333,124,124,1.0,1722,325,0.18873403019744484,26,3,9.653713999995261,2897,1
fixed_c1,0.003,2,23,256,L3,1.0,1318.0,623.0,695,4361.0,623.0,4361,256,256,1.0,3161,879,0.2780765580512496,0,0,13.301036000001432,2897,1
fixed_c2,0.003,2,23,256,L3,1.0,1350.0,655.0,695,8757.0,655.0,8757,512,256,2.0,6134,1700,0.27714378871861756,0,0,14.560832000029222,2897,1
theory_c,0.003,2,23,256,L3,1.0,1318.0,623.0,695,4361.0,623.0,4361,256,256,1.0,3161,879,0.2780765580512496,0,0,13.33250200002567,2897,1
degree4,0.003,2,23,256,L3,1.0,1318.0,623.0,695,4361.0,623.0,4361,256,256,1.0,3161,879,0.2780765580512496,0,0,13.195577999965735,2897,1
degree8,0.003,2,23,256,L3,1.0,1319.0,624.0,695,4499.0,624.0,4499,265,256,1.03515625,3257,901,0.276634940128953,0,0,13.312682999981007,2897,1
progress4,0.003,2,23,256,L3,1.0,1318.0,623.0,695,4593.0,623.0,4593,256,256,1.0,3365,937,0.2784546805349183,29,0,15.049322999971082,2897,1
progress8,0.003,2,23,256,L3,1.0,1319.0,624.0,695,4723.0,624.0,4723,265,256,1.03515625,3453,957,0.27715030408340574,28,0,15.02970399999981,2897,1
progress4_router,0.003,2,23,256,L3,1.0,1308.0,629.0,679,4630.0,626.0,4630,250,250,1.0,3359,901,0.2682345936290563,29,3,15.658164999990731,2897,1
prefilter_exact,0.003,2,26,0,L3,1.0,2897.0,0.0,2897,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.41249800000286996,2897,1
postfilter_hnsw,0.003,2,26,500,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,26,1000,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,26,2000,L3,0.5,,,5,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,26,4000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,26,8000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
postfilter_hnsw,0.003,2,26,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,2897,1
fixed_c1,0.003,2,26,32,L3,0.6,373.0,283.0,90,585.0,283.0,585,32,32,1.0,414,37,0.0893719806763285,0,0,2.424209999986715,2897,1
fixed_c2,0.003,2,26,32,L3,0.7,497.0,419.0,78,1149.0,419.0,1149,64,32,2.0,802,47,0.05860349127182045,0,0,2.646493000014516,2897,1
